"","time","country","province","cum_confirm","cum_heal","cum_dead"
"1","2020-03-15","Italy","Lombardy",13272,2011,1218
"2","2020-03-15","Italy","Emilia - Romagna",3093,68,284
"3","2020-03-15","Italy","Veneto",2246,120,63
"4","2020-03-15","Italy","Marche",1133,0,46
"5","2020-03-15","Italy","Piedmont",1111,0,81
"6","2020-03-15","Italy","Tuscany",781,10,8
"7","2020-03-15","Italy","Trentino - Alto Adige",582,5,11
"8","2020-03-15","Italy","Liguria",559,52,33
"9","2020-03-15","Italy","Lazio",436,24,16
"10","2020-03-15","Italy","Campania",400,28,9
"11","2020-03-15","Italy","Friuli - Venezia Giulia",347,17,14
"12","2020-03-15","Italy","Puglia",248,3,16
"13","2020-03-15","Italy","Sicily",188,7,2
"14","2020-03-15","Italy","Umbria",143,3,1
"15","2020-03-15","Italy","Abruzzo",137,6,3
"16","2020-03-15","Italy","Valle d'Aosta",88,0,1
"17","2020-03-15","Italy","Sardinia",77,0,2
"18","2020-03-15","Italy","Calabria",68,2,1
"19","2020-03-15","Italy","Molise",17,0,0
"20","2020-03-15","Italy","Basilicata",12,0,0
"21","2020-03-16","Italy","Lombardy",14649,2368,1420
"22","2020-03-16","Italy","Emilia - Romagna",3522,88,346
"23","2020-03-16","Italy","Veneto",2473,130,69
"24","2020-03-16","Italy","Piedmont",1516,0,111
"25","2020-03-16","Italy","Marche",1242,0,57
"26","2020-03-16","Italy","Tuscany",866,11,14
"27","2020-03-16","Italy","Liguria",667,42,50
"28","2020-03-16","Italy","Trentino - Alto Adige",619,5,12
"29","2020-03-16","Italy","Lazio",523,32,19
"30","2020-03-16","Italy","Campania",400,28,9
"31","2020-03-16","Italy","Friuli - Venezia Giulia",386,18,22
"32","2020-03-16","Italy","Puglia",230,2,16
"33","2020-03-16","Italy","Sicily",213,8,2
"34","2020-03-16","Italy","Abruzzo",176,7,4
"35","2020-03-16","Italy","Umbria",164,4,1
"36","2020-03-16","Italy","Sardinia",107,0,2
"37","2020-03-16","Italy","Valle d'Aosta",105,0,2
"38","2020-03-16","Italy","Calabria",89,1,1
"39","2020-03-16","Italy","Molise",21,5,1
"40","2020-03-16","Italy","Basilicata",12,0,0
"41","2020-03-17","Italy","Lombardy",14649,2368,1420
"42","2020-03-17","Italy","Emilia - Romagna",3522,88,346
"43","2020-03-17","Italy","Veneto",2473,130,69
"44","2020-03-17","Italy","Piedmont",1516,0,111
"45","2020-03-17","Italy","Marche",1242,0,57
"46","2020-03-17","Italy","Tuscany",866,11,14
"47","2020-03-17","Italy","Liguria",667,42,50
"48","2020-03-17","Italy","Trentino - Alto Adige",619,5,12
"49","2020-03-17","Italy","Lazio",523,32,19
"50","2020-03-17","Italy","Campania",400,28,9
"51","2020-03-17","Italy","Friuli - Venezia Giulia",386,18,22
"52","2020-03-17","Italy","Puglia",230,2,16
"53","2020-03-17","Italy","Sicily",213,8,2
"54","2020-03-17","Italy","Abruzzo",176,7,4
"55","2020-03-17","Italy","Umbria",164,4,1
"56","2020-03-17","Italy","Sardinia",107,0,2
"57","2020-03-17","Italy","Valle d'Aosta",105,0,2
"58","2020-03-17","Italy","Calabria",89,1,1
"59","2020-03-17","Italy","Molise",21,5,1
"60","2020-03-17","Italy","Basilicata",12,0,0
"61","2020-03-18","Italy","Lombardy",16220,2485,1640
"62","2020-03-18","Italy","Emilia - Romagna",3931,134,393
"63","2020-03-18","Italy","Veneto",2704,136,80
"64","2020-03-18","Italy","Piedmont",1897,0,133
"65","2020-03-18","Italy","Marche",1371,0,69
"66","2020-03-18","Italy","Tuscany",1053,12,17
"67","2020-03-18","Italy","Liguria",778,57,60
"68","2020-03-18","Italy","Trentino - Alto Adige",676,11,15
"69","2020-03-18","Italy","Lazio",607,34,23
"70","2020-03-18","Italy","Campania",460,28,9
"71","2020-03-18","Italy","Friuli - Venezia Giulia",394,17,30
"72","2020-03-18","Italy","Puglia",340,2,18
"73","2020-03-18","Italy","Sicily",237,8,3
"74","2020-03-18","Italy","Umbria",197,4,1
"75","2020-03-18","Italy","Abruzzo",176,7,4
"76","2020-03-18","Italy","Valle d'Aosta",136,0,2
"77","2020-03-18","Italy","Sardinia",117,0,2
"78","2020-03-18","Italy","Calabria",114,1,1
"79","2020-03-18","Italy","Molise",25,5,1
"80","2020-03-18","Italy","Basilicata",20,0,0
"81","2020-03-19","Italy","Lombardy",17713,3488,1959
"82","2020-03-19","Italy","Emilia - Romagna",4525,152,458
"83","2020-03-19","Italy","Veneto",3384,167,94
"84","2020-03-19","Italy","Piedmont",2659,0,154
"85","2020-03-19","Italy","Marche",1568,0,92
"86","2020-03-19","Italy","Tuscany",1330,17,22
"87","2020-03-19","Italy","Liguria",887,70,73
"88","2020-03-19","Italy","Trentino - Alto Adige",831,13,16
"89","2020-03-19","Italy","Lazio",724,42,32
"90","2020-03-19","Italy","Campania",641,28,9
"91","2020-03-19","Italy","Friuli - Venezia Giulia",462,15,31
"92","2020-03-19","Italy","Puglia",438,2,19
"93","2020-03-19","Italy","Sicily",282,12,3
"94","2020-03-19","Italy","Abruzzo",263,7,7
"95","2020-03-19","Italy","Umbria",247,4,2
"96","2020-03-19","Italy","Valle d'Aosta",177,0,3
"97","2020-03-19","Italy","Sardinia",134,0,2
"98","2020-03-19","Italy","Calabria",129,2,1
"99","2020-03-19","Italy","Molise",31,6,1
"100","2020-03-19","Italy","Basilicata",30,0,0
"101","2020-03-20","Italy","Lombardy",22264,4295,2549
"102","2020-03-20","Italy","Emilia - Romagna",5968,239,640
"103","2020-03-20","Italy","Veneto",4031,223,131
"104","2020-03-20","Italy","Piedmont",3461,8,209
"105","2020-03-20","Italy","Marche",1981,0,137
"106","2020-03-20","Italy","Tuscany",1793,33,47
"107","2020-03-20","Italy","Liguria",1221,101,119
"108","2020-03-20","Italy","Trentino - Alto Adige",1190,30,30
"109","2020-03-20","Italy","Lazio",1008,53,43
"110","2020-03-20","Italy","Campania",749,30,17
"111","2020-03-20","Italy","Friuli - Venezia Giulia",656,63,38
"112","2020-03-20","Italy","Puglia",581,4,26
"113","2020-03-20","Italy","Abruzzo",449,10,17
"114","2020-03-20","Italy","Sicily",408,25,4
"115","2020-03-20","Italy","Umbria",395,4,7
"116","2020-03-20","Italy","Sardinia",293,3,2
"117","2020-03-20","Italy","Valle d'Aosta",264,0,7
"118","2020-03-20","Italy","Calabria",207,2,4
"119","2020-03-20","Italy","Basilicata",52,0,0
"120","2020-03-20","Italy","Molise",50,6,5
"121","2020-03-15","Italy","Lombardy",13272,2011,1218
"122","2020-03-15","Italy","Emilia - Romagna",3093,68,284
"123","2020-03-15","Italy","Veneto",2246,120,63
"124","2020-03-15","Italy","Marche",1133,0,46
"125","2020-03-15","Italy","Piedmont",1111,0,81
"126","2020-03-15","Italy","Tuscany",781,10,8
"127","2020-03-15","Italy","Trentino - Alto Adige",582,5,11
"128","2020-03-15","Italy","Liguria",559,52,33
"129","2020-03-15","Italy","Lazio",436,24,16
"130","2020-03-15","Italy","Campania",400,28,9
"131","2020-03-15","Italy","Friuli - Venezia Giulia",347,17,14
"132","2020-03-15","Italy","Puglia",248,3,16
"133","2020-03-15","Italy","Sicily",188,7,2
"134","2020-03-15","Italy","Umbria",143,3,1
"135","2020-03-15","Italy","Abruzzo",137,6,3
"136","2020-03-15","Italy","Valle d'Aosta",88,0,1
"137","2020-03-15","Italy","Sardinia",77,0,2
"138","2020-03-15","Italy","Calabria",68,2,1
"139","2020-03-15","Italy","Molise",17,0,0
"140","2020-03-15","Italy","Basilicata",12,0,0
"141","2020-03-16","Italy","Lombardy",14649,2368,1420
"142","2020-03-16","Italy","Emilia - Romagna",3522,88,346
"143","2020-03-16","Italy","Veneto",2473,130,69
"144","2020-03-16","Italy","Piedmont",1516,0,111
"145","2020-03-16","Italy","Marche",1242,0,57
"146","2020-03-16","Italy","Tuscany",866,11,14
"147","2020-03-16","Italy","Liguria",667,42,50
"148","2020-03-16","Italy","Trentino - Alto Adige",619,5,12
"149","2020-03-16","Italy","Lazio",523,32,19
"150","2020-03-16","Italy","Campania",400,28,9
"151","2020-03-16","Italy","Friuli - Venezia Giulia",386,18,22
"152","2020-03-16","Italy","Puglia",230,2,16
"153","2020-03-16","Italy","Sicily",213,8,2
"154","2020-03-16","Italy","Abruzzo",176,7,4
"155","2020-03-16","Italy","Umbria",164,4,1
"156","2020-03-16","Italy","Sardinia",107,0,2
"157","2020-03-16","Italy","Valle d'Aosta",105,0,2
"158","2020-03-16","Italy","Calabria",89,1,1
"159","2020-03-16","Italy","Molise",21,5,1
"160","2020-03-16","Italy","Basilicata",12,0,0
"161","2020-03-17","Italy","Lombardy",14649,2368,1420
"162","2020-03-17","Italy","Emilia - Romagna",3522,88,346
"163","2020-03-17","Italy","Veneto",2473,130,69
"164","2020-03-17","Italy","Piedmont",1516,0,111
"165","2020-03-17","Italy","Marche",1242,0,57
"166","2020-03-17","Italy","Tuscany",866,11,14
"167","2020-03-17","Italy","Liguria",667,42,50
"168","2020-03-17","Italy","Trentino - Alto Adige",619,5,12
"169","2020-03-17","Italy","Lazio",523,32,19
"170","2020-03-17","Italy","Campania",400,28,9
"171","2020-03-17","Italy","Friuli - Venezia Giulia",386,18,22
"172","2020-03-17","Italy","Puglia",230,2,16
"173","2020-03-17","Italy","Sicily",213,8,2
"174","2020-03-17","Italy","Abruzzo",176,7,4
"175","2020-03-17","Italy","Umbria",164,4,1
"176","2020-03-17","Italy","Sardinia",107,0,2
"177","2020-03-17","Italy","Valle d'Aosta",105,0,2
"178","2020-03-17","Italy","Calabria",89,1,1
"179","2020-03-17","Italy","Molise",21,5,1
"180","2020-03-17","Italy","Basilicata",12,0,0
"181","2020-03-18","Italy","Lombardy",16220,2485,1640
"182","2020-03-18","Italy","Emilia - Romagna",3931,134,393
"183","2020-03-18","Italy","Veneto",2704,136,80
"184","2020-03-18","Italy","Piedmont",1897,0,133
"185","2020-03-18","Italy","Marche",1371,0,69
"186","2020-03-18","Italy","Tuscany",1053,12,17
"187","2020-03-18","Italy","Liguria",778,57,60
"188","2020-03-18","Italy","Trentino - Alto Adige",676,11,15
"189","2020-03-18","Italy","Lazio",607,34,23
"190","2020-03-18","Italy","Campania",460,28,9
"191","2020-03-18","Italy","Friuli - Venezia Giulia",394,17,30
"192","2020-03-18","Italy","Puglia",340,2,18
"193","2020-03-18","Italy","Sicily",237,8,3
"194","2020-03-18","Italy","Umbria",197,4,1
"195","2020-03-18","Italy","Abruzzo",176,7,4
"196","2020-03-18","Italy","Valle d'Aosta",136,0,2
"197","2020-03-18","Italy","Sardinia",117,0,2
"198","2020-03-18","Italy","Calabria",114,1,1
"199","2020-03-18","Italy","Molise",25,5,1
"200","2020-03-18","Italy","Basilicata",20,0,0
"201","2020-03-19","Italy","Lombardy",17713,3488,1959
"202","2020-03-19","Italy","Emilia - Romagna",4525,152,458
"203","2020-03-19","Italy","Veneto",3384,167,94
"204","2020-03-19","Italy","Piedmont",2659,0,154
"205","2020-03-19","Italy","Marche",1568,0,92
"206","2020-03-19","Italy","Tuscany",1330,17,22
"207","2020-03-19","Italy","Liguria",887,70,73
"208","2020-03-19","Italy","Trentino - Alto Adige",831,13,16
"209","2020-03-19","Italy","Lazio",724,42,32
"210","2020-03-19","Italy","Campania",641,28,9
"211","2020-03-19","Italy","Friuli - Venezia Giulia",462,15,31
"212","2020-03-19","Italy","Puglia",438,2,19
"213","2020-03-19","Italy","Sicily",282,12,3
"214","2020-03-19","Italy","Abruzzo",263,7,7
"215","2020-03-19","Italy","Umbria",247,4,2
"216","2020-03-19","Italy","Valle d'Aosta",177,0,3
"217","2020-03-19","Italy","Sardinia",134,0,2
"218","2020-03-19","Italy","Calabria",129,2,1
"219","2020-03-19","Italy","Molise",31,6,1
"220","2020-03-19","Italy","Basilicata",30,0,0
"221","2020-03-20","Italy","Lombardy",22264,4295,2549
"222","2020-03-20","Italy","Emilia - Romagna",5968,239,640
"223","2020-03-20","Italy","Veneto",4031,223,131
"224","2020-03-20","Italy","Piedmont",3461,8,209
"225","2020-03-20","Italy","Marche",1981,0,137
"226","2020-03-20","Italy","Tuscany",1793,33,47
"227","2020-03-20","Italy","Liguria",1221,101,119
"228","2020-03-20","Italy","Trentino - Alto Adige",1190,30,30
"229","2020-03-20","Italy","Lazio",1008,53,43
"230","2020-03-20","Italy","Campania",749,30,17
"231","2020-03-20","Italy","Friuli - Venezia Giulia",656,63,38
"232","2020-03-20","Italy","Puglia",581,4,26
"233","2020-03-20","Italy","Abruzzo",449,10,17
"234","2020-03-20","Italy","Sicily",408,25,4
"235","2020-03-20","Italy","Umbria",395,4,7
"236","2020-03-20","Italy","Sardinia",293,3,2
"237","2020-03-20","Italy","Valle d'Aosta",264,0,7
"238","2020-03-20","Italy","Calabria",207,2,4
"239","2020-03-20","Italy","Basilicata",52,0,0
"240","2020-03-20","Italy","Molise",50,6,5
"241","2020-03-21","Italy","Lombardy",25515,4295,2549
"242","2020-03-21","Italy","Emilia - Romagna",5968,239,640
"243","2020-03-21","Italy","Veneto",4617,223,131
"244","2020-03-21","Italy","Piedmont",3752,8,209
"245","2020-03-21","Italy","Marche",2153,0,137
"246","2020-03-21","Italy","Tuscany",2012,33,47
"247","2020-03-21","Italy","Liguria",1221,101,119
"248","2020-03-21","Italy","Lazio",1190,53,43
"249","2020-03-21","Italy","Trentino - Alto Adige",1190,30,30
"250","2020-03-21","Italy","Campania",837,30,17
"251","2020-03-21","Italy","Friuli - Venezia Giulia",656,63,38
"252","2020-03-21","Italy","Puglia",581,4,26
"253","2020-03-21","Italy","Abruzzo",529,10,17
"254","2020-03-21","Italy","Umbria",462,4,7
"255","2020-03-21","Italy","Sicily",458,25,4
"256","2020-03-21","Italy","Valle d'Aosta",296,0,7
"257","2020-03-21","Italy","Sardinia",293,3,2
"258","2020-03-21","Italy","Calabria",207,2,4
"259","2020-03-21","Italy","Basilicata",62,0,0
"260","2020-03-21","Italy","Molise",59,6,5
"261","2020-03-15","Italy","Lombardy",13272,2011,1218
"262","2020-03-15","Italy","Emilia - Romagna",3093,68,284
"263","2020-03-15","Italy","Veneto",2246,120,63
"264","2020-03-15","Italy","Marche",1133,0,46
"265","2020-03-15","Italy","Piedmont",1111,0,81
"266","2020-03-15","Italy","Tuscany",781,10,8
"267","2020-03-15","Italy","Trentino - Alto Adige",582,5,11
"268","2020-03-15","Italy","Liguria",559,52,33
"269","2020-03-15","Italy","Lazio",436,24,16
"270","2020-03-15","Italy","Campania",400,28,9
"271","2020-03-15","Italy","Friuli - Venezia Giulia",347,17,14
"272","2020-03-15","Italy","Puglia",248,3,16
"273","2020-03-15","Italy","Sicily",188,7,2
"274","2020-03-15","Italy","Umbria",143,3,1
"275","2020-03-15","Italy","Abruzzo",137,6,3
"276","2020-03-15","Italy","Valle d'Aosta",88,0,1
"277","2020-03-15","Italy","Sardinia",77,0,2
"278","2020-03-15","Italy","Calabria",68,2,1
"279","2020-03-15","Italy","Molise",17,0,0
"280","2020-03-15","Italy","Basilicata",12,0,0
"281","2020-03-16","Italy","Lombardy",14649,2368,1420
"282","2020-03-16","Italy","Emilia - Romagna",3522,88,346
"283","2020-03-16","Italy","Veneto",2473,130,69
"284","2020-03-16","Italy","Piedmont",1516,0,111
"285","2020-03-16","Italy","Marche",1242,0,57
"286","2020-03-16","Italy","Tuscany",866,11,14
"287","2020-03-16","Italy","Liguria",667,42,50
"288","2020-03-16","Italy","Trentino - Alto Adige",619,5,12
"289","2020-03-16","Italy","Lazio",523,32,19
"290","2020-03-16","Italy","Campania",400,28,9
"291","2020-03-16","Italy","Friuli - Venezia Giulia",386,18,22
"292","2020-03-16","Italy","Puglia",230,2,16
"293","2020-03-16","Italy","Sicily",213,8,2
"294","2020-03-16","Italy","Abruzzo",176,7,4
"295","2020-03-16","Italy","Umbria",164,4,1
"296","2020-03-16","Italy","Sardinia",107,0,2
"297","2020-03-16","Italy","Valle d'Aosta",105,0,2
"298","2020-03-16","Italy","Calabria",89,1,1
"299","2020-03-16","Italy","Molise",21,5,1
"300","2020-03-16","Italy","Basilicata",12,0,0
"301","2020-03-17","Italy","Lombardy",14649,2368,1420
"302","2020-03-17","Italy","Emilia - Romagna",3522,88,346
"303","2020-03-17","Italy","Veneto",2473,130,69
"304","2020-03-17","Italy","Piedmont",1516,0,111
"305","2020-03-17","Italy","Marche",1242,0,57
"306","2020-03-17","Italy","Tuscany",866,11,14
"307","2020-03-17","Italy","Liguria",667,42,50
"308","2020-03-17","Italy","Trentino - Alto Adige",619,5,12
"309","2020-03-17","Italy","Lazio",523,32,19
"310","2020-03-17","Italy","Campania",400,28,9
"311","2020-03-17","Italy","Friuli - Venezia Giulia",386,18,22
"312","2020-03-17","Italy","Puglia",230,2,16
"313","2020-03-17","Italy","Sicily",213,8,2
"314","2020-03-17","Italy","Abruzzo",176,7,4
"315","2020-03-17","Italy","Umbria",164,4,1
"316","2020-03-17","Italy","Sardinia",107,0,2
"317","2020-03-17","Italy","Valle d'Aosta",105,0,2
"318","2020-03-17","Italy","Calabria",89,1,1
"319","2020-03-17","Italy","Molise",21,5,1
"320","2020-03-17","Italy","Basilicata",12,0,0
"321","2020-03-18","Italy","Lombardy",16220,2485,1640
"322","2020-03-18","Italy","Emilia - Romagna",3931,134,393
"323","2020-03-18","Italy","Veneto",2704,136,80
"324","2020-03-18","Italy","Piedmont",1897,0,133
"325","2020-03-18","Italy","Marche",1371,0,69
"326","2020-03-18","Italy","Tuscany",1053,12,17
"327","2020-03-18","Italy","Liguria",778,57,60
"328","2020-03-18","Italy","Trentino - Alto Adige",676,11,15
"329","2020-03-18","Italy","Lazio",607,34,23
"330","2020-03-18","Italy","Campania",460,28,9
"331","2020-03-18","Italy","Friuli - Venezia Giulia",394,17,30
"332","2020-03-18","Italy","Puglia",340,2,18
"333","2020-03-18","Italy","Sicily",237,8,3
"334","2020-03-18","Italy","Umbria",197,4,1
"335","2020-03-18","Italy","Abruzzo",176,7,4
"336","2020-03-18","Italy","Valle d'Aosta",136,0,2
"337","2020-03-18","Italy","Sardinia",117,0,2
"338","2020-03-18","Italy","Calabria",114,1,1
"339","2020-03-18","Italy","Molise",25,5,1
"340","2020-03-18","Italy","Basilicata",20,0,0
"341","2020-03-19","Italy","Lombardy",17713,3488,1959
"342","2020-03-19","Italy","Emilia - Romagna",4525,152,458
"343","2020-03-19","Italy","Veneto",3384,167,94
"344","2020-03-19","Italy","Piedmont",2659,0,154
"345","2020-03-19","Italy","Marche",1568,0,92
"346","2020-03-19","Italy","Tuscany",1330,17,22
"347","2020-03-19","Italy","Liguria",887,70,73
"348","2020-03-19","Italy","Trentino - Alto Adige",831,13,16
"349","2020-03-19","Italy","Lazio",724,42,32
"350","2020-03-19","Italy","Campania",641,28,9
"351","2020-03-19","Italy","Friuli - Venezia Giulia",462,15,31
"352","2020-03-19","Italy","Puglia",438,2,19
"353","2020-03-19","Italy","Sicily",282,12,3
"354","2020-03-19","Italy","Abruzzo",263,7,7
"355","2020-03-19","Italy","Umbria",247,4,2
"356","2020-03-19","Italy","Valle d'Aosta",177,0,3
"357","2020-03-19","Italy","Sardinia",134,0,2
"358","2020-03-19","Italy","Calabria",129,2,1
"359","2020-03-19","Italy","Molise",31,6,1
"360","2020-03-19","Italy","Basilicata",30,0,0
"361","2020-03-20","Italy","Lombardy",22264,4295,2549
"362","2020-03-20","Italy","Emilia - Romagna",5968,239,640
"363","2020-03-20","Italy","Veneto",4031,223,131
"364","2020-03-20","Italy","Piedmont",3461,8,209
"365","2020-03-20","Italy","Marche",1981,0,137
"366","2020-03-20","Italy","Tuscany",1793,33,47
"367","2020-03-20","Italy","Liguria",1221,101,119
"368","2020-03-20","Italy","Trentino - Alto Adige",1190,30,30
"369","2020-03-20","Italy","Lazio",1008,53,43
"370","2020-03-20","Italy","Campania",749,30,17
"371","2020-03-20","Italy","Friuli - Venezia Giulia",656,63,38
"372","2020-03-20","Italy","Puglia",581,4,26
"373","2020-03-20","Italy","Abruzzo",449,10,17
"374","2020-03-20","Italy","Sicily",408,25,4
"375","2020-03-20","Italy","Umbria",395,4,7
"376","2020-03-20","Italy","Sardinia",293,3,2
"377","2020-03-20","Italy","Valle d'Aosta",264,0,7
"378","2020-03-20","Italy","Calabria",207,2,4
"379","2020-03-20","Italy","Basilicata",52,0,0
"380","2020-03-20","Italy","Molise",50,6,5
"381","2020-03-21","Italy","Lombardy",25515,4295,2549
"382","2020-03-21","Italy","Emilia - Romagna",5968,239,640
"383","2020-03-21","Italy","Veneto",4617,223,131
"384","2020-03-21","Italy","Piedmont",3752,8,209
"385","2020-03-21","Italy","Marche",2153,0,137
"386","2020-03-21","Italy","Tuscany",2012,33,47
"387","2020-03-21","Italy","Liguria",1221,101,119
"388","2020-03-21","Italy","Lazio",1190,53,43
"389","2020-03-21","Italy","Trentino - Alto Adige",1190,30,30
"390","2020-03-21","Italy","Campania",837,30,17
"391","2020-03-21","Italy","Friuli - Venezia Giulia",656,63,38
"392","2020-03-21","Italy","Puglia",581,4,26
"393","2020-03-21","Italy","Abruzzo",529,10,17
"394","2020-03-21","Italy","Umbria",462,4,7
"395","2020-03-21","Italy","Sicily",458,25,4
"396","2020-03-21","Italy","Valle d'Aosta",296,0,7
"397","2020-03-21","Italy","Sardinia",293,3,2
"398","2020-03-21","Italy","Calabria",207,2,4
"399","2020-03-21","Italy","Basilicata",62,0,0
"400","2020-03-21","Italy","Molise",59,6,5
"401","2020-03-22","Italy","Lombardy",27206,5865,3456
"402","2020-03-22","Italy","Emilia - Romagna",7555,349,816
"403","2020-03-22","Italy","Veneto",5122,309,169
"404","2020-03-22","Italy","Piedmont",4420,10,283
"405","2020-03-22","Italy","Marche",2421,6,184
"406","2020-03-22","Italy","Tuscany",2277,42,91
"407","2020-03-22","Italy","Liguria",1665,143,171
"408","2020-03-22","Italy","Trentino - Alto Adige",1632,41,58
"409","2020-03-22","Italy","Lazio",1190,54,50
"410","2020-03-22","Italy","Campania",844,29,22
"411","2020-03-22","Italy","Friuli - Venezia Giulia",790,82,42
"412","2020-03-22","Italy","Puglia",675,4,29
"413","2020-03-22","Italy","Abruzzo",529,13,22
"414","2020-03-22","Italy","Sicily",490,26,6
"415","2020-03-22","Italy","Umbria",462,6,10
"416","2020-03-22","Italy","Sardinia",330,5,4
"417","2020-03-22","Italy","Valle d'Aosta",313,1,8
"418","2020-03-22","Italy","Calabria",235,5,5
"419","2020-03-22","Italy","Basilicata",66,0,0
"420","2020-03-22","Italy","Molise",61,7,7
"421","2020-03-15","Italy","Lombardy",13272,2011,1218
"422","2020-03-15","Italy","Emilia - Romagna",3093,68,284
"423","2020-03-15","Italy","Veneto",2246,120,63
"424","2020-03-15","Italy","Marche",1133,0,46
"425","2020-03-15","Italy","Piedmont",1111,0,81
"426","2020-03-15","Italy","Tuscany",781,10,8
"427","2020-03-15","Italy","Trentino - Alto Adige",582,5,11
"428","2020-03-15","Italy","Liguria",559,52,33
"429","2020-03-15","Italy","Lazio",436,24,16
"430","2020-03-15","Italy","Campania",400,28,9
"431","2020-03-15","Italy","Friuli - Venezia Giulia",347,17,14
"432","2020-03-15","Italy","Puglia",248,3,16
"433","2020-03-15","Italy","Sicily",188,7,2
"434","2020-03-15","Italy","Umbria",143,3,1
"435","2020-03-15","Italy","Abruzzo",137,6,3
"436","2020-03-15","Italy","Valle d'Aosta",88,0,1
"437","2020-03-15","Italy","Sardinia",77,0,2
"438","2020-03-15","Italy","Calabria",68,2,1
"439","2020-03-15","Italy","Molise",17,0,0
"440","2020-03-15","Italy","Basilicata",12,0,0
"441","2020-03-16","Italy","Lombardy",14649,2368,1420
"442","2020-03-16","Italy","Emilia - Romagna",3522,88,346
"443","2020-03-16","Italy","Veneto",2473,130,69
"444","2020-03-16","Italy","Piedmont",1516,0,111
"445","2020-03-16","Italy","Marche",1242,0,57
"446","2020-03-16","Italy","Tuscany",866,11,14
"447","2020-03-16","Italy","Liguria",667,42,50
"448","2020-03-16","Italy","Trentino - Alto Adige",619,5,12
"449","2020-03-16","Italy","Lazio",523,32,19
"450","2020-03-16","Italy","Campania",400,28,9
"451","2020-03-16","Italy","Friuli - Venezia Giulia",386,18,22
"452","2020-03-16","Italy","Puglia",230,2,16
"453","2020-03-16","Italy","Sicily",213,8,2
"454","2020-03-16","Italy","Abruzzo",176,7,4
"455","2020-03-16","Italy","Umbria",164,4,1
"456","2020-03-16","Italy","Sardinia",107,0,2
"457","2020-03-16","Italy","Valle d'Aosta",105,0,2
"458","2020-03-16","Italy","Calabria",89,1,1
"459","2020-03-16","Italy","Molise",21,5,1
"460","2020-03-16","Italy","Basilicata",12,0,0
"461","2020-03-17","Italy","Lombardy",14649,2368,1420
"462","2020-03-17","Italy","Emilia - Romagna",3522,88,346
"463","2020-03-17","Italy","Veneto",2473,130,69
"464","2020-03-17","Italy","Piedmont",1516,0,111
"465","2020-03-17","Italy","Marche",1242,0,57
"466","2020-03-17","Italy","Tuscany",866,11,14
"467","2020-03-17","Italy","Liguria",667,42,50
"468","2020-03-17","Italy","Trentino - Alto Adige",619,5,12
"469","2020-03-17","Italy","Lazio",523,32,19
"470","2020-03-17","Italy","Campania",400,28,9
"471","2020-03-17","Italy","Friuli - Venezia Giulia",386,18,22
"472","2020-03-17","Italy","Puglia",230,2,16
"473","2020-03-17","Italy","Sicily",213,8,2
"474","2020-03-17","Italy","Abruzzo",176,7,4
"475","2020-03-17","Italy","Umbria",164,4,1
"476","2020-03-17","Italy","Sardinia",107,0,2
"477","2020-03-17","Italy","Valle d'Aosta",105,0,2
"478","2020-03-17","Italy","Calabria",89,1,1
"479","2020-03-17","Italy","Molise",21,5,1
"480","2020-03-17","Italy","Basilicata",12,0,0
"481","2020-03-18","Italy","Lombardy",16220,2485,1640
"482","2020-03-18","Italy","Emilia - Romagna",3931,134,393
"483","2020-03-18","Italy","Veneto",2704,136,80
"484","2020-03-18","Italy","Piedmont",1897,0,133
"485","2020-03-18","Italy","Marche",1371,0,69
"486","2020-03-18","Italy","Tuscany",1053,12,17
"487","2020-03-18","Italy","Liguria",778,57,60
"488","2020-03-18","Italy","Trentino - Alto Adige",676,11,15
"489","2020-03-18","Italy","Lazio",607,34,23
"490","2020-03-18","Italy","Campania",460,28,9
"491","2020-03-18","Italy","Friuli - Venezia Giulia",394,17,30
"492","2020-03-18","Italy","Puglia",340,2,18
"493","2020-03-18","Italy","Sicily",237,8,3
"494","2020-03-18","Italy","Umbria",197,4,1
"495","2020-03-18","Italy","Abruzzo",176,7,4
"496","2020-03-18","Italy","Valle d'Aosta",136,0,2
"497","2020-03-18","Italy","Sardinia",117,0,2
"498","2020-03-18","Italy","Calabria",114,1,1
"499","2020-03-18","Italy","Molise",25,5,1
"500","2020-03-18","Italy","Basilicata",20,0,0
"501","2020-03-19","Italy","Lombardy",17713,3488,1959
"502","2020-03-19","Italy","Emilia - Romagna",4525,152,458
"503","2020-03-19","Italy","Veneto",3384,167,94
"504","2020-03-19","Italy","Piedmont",2659,0,154
"505","2020-03-19","Italy","Marche",1568,0,92
"506","2020-03-19","Italy","Tuscany",1330,17,22
"507","2020-03-19","Italy","Liguria",887,70,73
"508","2020-03-19","Italy","Trentino - Alto Adige",831,13,16
"509","2020-03-19","Italy","Lazio",724,42,32
"510","2020-03-19","Italy","Campania",641,28,9
"511","2020-03-19","Italy","Friuli - Venezia Giulia",462,15,31
"512","2020-03-19","Italy","Puglia",438,2,19
"513","2020-03-19","Italy","Sicily",282,12,3
"514","2020-03-19","Italy","Abruzzo",263,7,7
"515","2020-03-19","Italy","Umbria",247,4,2
"516","2020-03-19","Italy","Valle d'Aosta",177,0,3
"517","2020-03-19","Italy","Sardinia",134,0,2
"518","2020-03-19","Italy","Calabria",129,2,1
"519","2020-03-19","Italy","Molise",31,6,1
