time,country,province,city,cum_confirm,cum_heal,cum_dead
2/11/20,China,Tianjin,Qiongzhong County,4,0,0
2/11/20,China,Tianjin,Ledong County,4,1,0
2/11/20,China,Tianjin,Ledong County,4,0,0
2/11/20,China,Tianjin,Qiongzhong County,4,0,0
2/11/20,China,Tianjin,Beichen District,4,0,0
2/11/20,China,Tianjin,Ledong County,3,0,0
2/11/20,China,Tianjin,Ledong County,2,1,0
2/11/20,China,Tianjin,Ledong County,1,0,0
2/11/20,China,Tianjin,Wuqing District,1,0,0
2/11/20,China,Tianjin,To Be Determined,0,1,0
2/11/20,China,Gansu,Lanzhou,35,10,2
2/11/20,China,Tianjin,Qiongzhong County,4,1,0
2/11/20,China,Liaoning,Dandong,7,3,0
2/11/20,China,Liaoning,Tieling,7,1,0
2/11/20,China,Liaoning,Fuxin,8,0,0
2/11/20,China,Guizhou,Bijie,22,2,0
2/11/20,China,Guizhou,Qiannan Prefecture,17,3,0
2/11/20,China,Guizhou,Tongren,10,5,0
2/11/20,China,Guizhou,Liupanshui,10,1,1
2/11/20,China,Guizhou,Qiandongnan Prefecture,10,1,0
2/11/20,China,Guizhou,Qianxinan Prefecture,4,1,0
2/11/20,China,Guizhou,Anshun,4,0,0
2/11/20,China,Shanxi,Jinzhong,34,8,0
2/11/20,China,Shanxi,Yuncheng,19,6,0
2/11/20,China,Shanxi,Taiyuan,18,3,0
2/11/20,China,Shanxi,Datong,11,3,0
2/11/20,China,Shanxi,Changzhi,8,0,0
2/11/20,China,Shanxi,Jincheng,8,2,0
2/11/20,China,Shanxi,Shuozhou,7,2,0
2/11/20,China,Shanxi,Xinzhou,7,0,0
2/11/20,China,Shanxi,Lüliang,6,5,0
2/11/20,China,Shanxi,Yangquan,4,0,0
2/11/20,China,Shanxi,Linfen,2,1,0
2/11/20,China,Liaoning,Shenyang,28,7,0
2/11/20,China,Liaoning,Dalian,16,3,0
2/11/20,China,Liaoning,Jinzhou,12,1,0
2/11/20,China,Liaoning,Huludao,11,0,0
2/11/20,China,Liaoning,Panjin,11,0,0
2/11/20,China,Gansu,Tianshui,12,1,0
2/11/20,China,Guizhou,Zunyi,25,1,0
2/11/20,China,Gansu,Dingxi,8,2,0
2/11/20,China,Gansu,Gannan Prefecture,6,1,0
2/11/20,China,Inner Mongolia,NA,1,0,0
2/11/20,China,Xinjiang,ÜrümqiÜrümqi,20,2,0
2/11/20,China,Xinjiang,Ili Prefecture,12,0,0
2/11/20,China,Xinjiang,NA,9,0,0
2/11/20,China,Xinjiang,9th Division of Xinjiang Production and Construction Corps,4,0,0
2/11/20,China,Xinjiang,Changji Prefecture,4,0,0
2/11/20,China,Xinjiang,Bayingolin Prefecture,3,0,0
2/11/20,China,Xinjiang,8th Division of Xinjiang Production and Construction Corps,2,0,0
2/11/20,China,Xinjiang,Turpan,1,1,0
2/11/20,China,Xinjiang,7th Division of Xinjiang Production and Construction Corps,1,0,0
2/11/20,China,Inner Mongolia,Wuhai,2,0,0
2/11/20,China,Xinjiang,Aksu,1,0,0
2/11/20,China,Xinjiang,12th Division of Xinjiang Production and Construction Corps,1,0,0
2/11/20,China,Ningxia,Yinchuan,31,11,0
2/11/20,China,Ningxia,Wuzhong,19,6,0
2/11/20,China,Ningxia,Zhongwei,3,2,0
2/11/20,China,Ningxia,Guyuan,3,2,0
2/11/20,China,Ningxia,NA,1,1,0
2/11/20,China,Ningxia,Shizuishan,1,0,0
2/11/20,China,Qinghai,Xining,15,5,0
2/11/20,China,Qinghai,Haibei Prefecture,3,0,0
2/11/20,China,Tibet,Lhasa,1,0,0
2/11/20,China,Xinjiang,NA,1,0,0
2/11/20,China,Inner Mongolia,Xilingol League,2,1,0
2/11/20,China,Inner Mongolia,Ulanqab,3,0,0
2/11/20,China,Inner Mongolia,Chifeng,5,1,0
2/11/20,China,Gansu,Baiyin,4,0,0
2/11/20,China,Gansu,Longnan,4,0,0
2/11/20,China,Gansu,Linxia,3,2,0
2/11/20,China,Gansu,Qingyang,3,0,0
2/11/20,China,Gansu,Zhangye,2,1,0
2/11/20,China,Gansu,Jinchang,1,1,0
2/11/20,China,Gansu,To Be Determined,0,6,0
2/11/20,China,Jilin,Changchun,42,11,0
2/11/20,China,Jilin,Siping,12,1,1
2/11/20,China,Jilin,Gongzhuling,6,1,0
2/11/20,China,Jilin,Liaoyuan,6,0,0
2/11/20,China,Jilin,Jilin,5,2,0
2/11/20,China,Jilin,Yanbian Prefecture,5,2,0
2/11/20,China,Jilin,Tonghua,3,0,0
2/11/20,China,Jilin,Songyuan,2,1,0
2/11/20,China,Jilin,Meihekou,1,0,0
2/11/20,China,Jilin,Baicheng,1,0,0
2/11/20,China,Inner Mongolia,Ordos,11,2,0
2/11/20,China,Inner Mongolia,Baotou,11,0,0
2/11/20,China,Inner Mongolia,Hohhot,7,0,0
2/11/20,China,Inner Mongolia,Hulunbuir,6,1,0
2/11/20,China,Inner Mongolia,Tongliao,6,0,0
2/11/20,China,Inner Mongolia,Bayannur,6,0,0
2/11/20,China,Gansu,Pingliang,8,0,0
2/11/20,China,Guizhou,Guiyang,29,3,0
2/11/20,China,Hainan,To Be Determined,7,0,0
2/11/20,China,Hainan,Qiongzhong,1,1,0
2/11/20,China,Fujian,Putian,52,6,0
2/11/20,China,Fujian,Quanzhou,43,11,0
2/11/20,China,Fujian,Xiamen,32,3,0
2/11/20,China,Fujian,Ningde,24,4,0
2/11/20,China,Fujian,Zhangzhou,19,3,0
2/11/20,China,Fujian,Nanping,19,3,0
2/11/20,China,Fujian,Sanming,13,1,0
2/11/20,China,Fujian,Longyan,6,1,0
2/11/20,China,Fujian,To Be Determined,0,1,0
2/11/20,China,Hebei,Cangzhou,37,12,1
2/11/20,China,Fujian,Fuzhou,64,13,0
2/11/20,China,Hebei,Tangshan,33,2,0
2/11/20,China,Hebei,Handan,29,3,0
2/11/20,China,Hebei,Langfang,28,8,0
2/11/20,China,Hebei,Shijiazhuang,27,3,0
2/11/20,China,Hebei,Xingtai,21,5,1
2/11/20,China,Hebei,Zhangjiakou,21,3,0
2/11/20,China,Hebei,Qinhuangdao,9,0,0
2/11/20,China,Hebei,Hengshui,8,2,0
2/11/20,China,Hebei,Chengde,7,1,0
2/11/20,China,Shaanxi,Xi'an,110,12,0
2/11/20,China,Shaanxi,Ankang,22,5,0
2/11/20,China,Hebei,Baoding,31,9,0
2/11/20,China,Shanghai,NA,2,0,0
2/11/20,China,Shanghai,NA,3,0,0
2/11/20,China,Shanghai,NA,5,2,0
2/11/20,China,Hubei,Xiangyang,1088,60,12
2/11/20,China,Beijing,NA,13,0,0
2/11/20,China,Beijing,NA,12,0,0
2/11/20,China,Beijing,NA,10,0,0
2/11/20,China,Beijing,NA,7,0,0
2/11/20,China,Beijing,NA,7,0,0
2/11/20,China,Beijing,NA,3,0,0
2/11/20,China,Beijing,NA,1,0,0
2/11/20,China,Beijing,To Be Determined,0,48,3
2/11/20,China,Shanghai,NA,99,26,1
2/11/20,China,Shanghai,NA,56,10,0
2/11/20,China,Shanghai,NA,20,0,0
2/11/20,China,Shanghai,NA,17,2,0
2/11/20,China,Shanghai,NA,16,3,0
2/11/20,China,Shanghai,NA,16,1,0
2/11/20,China,Shanghai,NA,14,1,0
2/11/20,China,Shanghai,NA,12,3,0
2/11/20,China,Shanghai,NA,9,1,0
2/11/20,China,Shanghai,NA,8,0,0
2/11/20,China,Shanghai,NA,8,1,0
2/11/20,China,Shanghai,NA,8,0,0
2/11/20,China,Shanghai,NA,7,2,0
2/11/20,China,Shanghai,NA,6,1,0
2/11/20,China,Shaanxi,Hanzhong,21,1,0
2/11/20,China,Shaanxi,Xianyang,17,4,0
2/11/20,China,Shaanxi,Weinan,14,0,0
2/11/20,China,Shaanxi,Baoji,13,2,0
2/11/20,China,Yunnan,Baoshan,9,0,0
2/11/20,China,Yunnan,Lijiang,7,2,0
2/11/20,China,Yunnan,NA,7,2,0
2/11/20,China,Yunnan,Dehong Prefecture,5,0,0
2/11/20,China,Yunnan,Pu'er,4,0,0
2/11/20,China,Yunnan,Chuxiong Prefecture,4,0,0
2/11/20,China,Yunnan,Wenshan Prefecture,2,0,0
2/11/20,China,Yunnan,Lincang,1,0,0
2/11/20,China,Yunnan,To Be Determined,0,2,0
2/11/20,China,Hainan,Sanya,46,11,1
2/11/20,China,Hainan,Haikou,29,5,0
2/11/20,China,Hainan,Wanning,13,0,0
2/11/20,China,Hainan,Danzhou,11,1,0
2/11/20,China,Hainan,Chengmai,8,1,1
2/11/20,China,Hainan,Lingao,6,1,0
2/11/20,China,Hainan,Qionghai,6,0,1
2/11/20,China,Hainan,Changjiang County,6,0,0
2/11/20,China,Hainan,Lingshui,4,0,0
2/11/20,China,Hainan,Dongfang,3,0,0
2/11/20,China,Hainan,Ding'an,3,0,0
2/11/20,China,Hainan,Wenchang,3,0,0
2/11/20,China,Hainan,Baoting,3,0,0
2/11/20,China,Hainan,Ledong County,2,0,0
2/11/20,China,Yunnan,NA,13,2,0
2/11/20,China,Hubei,Yichang,784,62,8
2/11/20,China,Yunnan,Qujing,13,1,0
2/11/20,China,Yunnan,Yuxi,14,2,0
2/11/20,China,Shaanxi,Yan'an,8,2,0
2/11/20,China,Shaanxi,Tongchuan,8,4,0
2/11/20,China,Shaanxi,Shangluo,7,1,0
2/11/20,China,Shaanxi,Yulin,3,1,0
2/11/20,China,Shaanxi,Hancheng,1,0,0
2/11/20,China,Shaanxi,Yangling,1,0,0
2/11/20,China,Shaanxi,To Be Determined,0,4,0
2/11/20,China,Guangxi,Nanning,44,8,0
2/11/20,China,Guangxi,Beihai,39,4,0
2/11/20,China,Guangxi,Guilin,31,5,0
2/11/20,China,Guangxi,Liuzhou,22,6,0
2/11/20,China,Guangxi,Hechi,21,0,1
2/11/20,China,Guangxi,Fangchenggang,17,1,0
2/11/20,China,Guangxi,Laibin,11,0,0
2/11/20,China,Guangxi,Yulin,9,1,0
2/11/20,China,Guangxi,Qinzhou,8,0,0
2/11/20,China,Guangxi,Guigang,8,0,0
2/11/20,China,Guangxi,Wuzhou,5,5,0
2/11/20,China,Guangxi,Hezhou,4,0,0
2/11/20,China,Guangxi,Baise,3,0,0
2/11/20,China,Guangxi,To Be Determined,0,1,0
2/11/20,China,Yunnan,Kunming,46,6,0
2/11/20,China,Yunnan,Xishuangbanna,15,2,0
2/11/20,China,Yunnan,Zhaotong,14,1,0
2/11/20,China,Hubei,Jingmen,696,81,24
2/12/20,China,Tibet,Lhasa,1,1,0
2/12/20,China,Hubei,Huanggang,2662,427,58
2/12/20,China,Guangxi,To Be Determined,0,1,0
2/12/20,China,Guangxi,Baise,3,0,0
2/12/20,China,Guangxi,Hezhou,4,0,0
2/12/20,China,Guangxi,Wuzhou,5,5,0
2/12/20,China,Guangxi,Guigang,8,0,0
2/12/20,China,Guangxi,Qinzhou,8,0,0
2/12/20,China,Guangxi,Yulin,9,1,0
2/12/20,China,Guangxi,Laibin,11,0,0
2/12/20,China,Guangxi,Fangchenggang,17,1,0
2/12/20,China,Guangxi,Hechi,21,0,1
2/12/20,China,Hainan,Sanya,54,11,1
2/12/20,China,Guangxi,Liuzhou,22,6,0
2/12/20,China,Guangxi,Beihai,39,4,1
2/12/20,China,Guangxi,Nanning,44,10,0
2/12/20,China,Shaanxi,Yangling,1,0,0
2/12/20,China,Shaanxi,Hancheng,1,0,0
2/12/20,China,Shaanxi,Yulin,3,1,0
2/12/20,China,Shaanxi,Shangluo,7,1,0
2/12/20,China,Shaanxi,Tongchuan,8,4,0
2/12/20,China,Shaanxi,Yan'an,8,6,0
2/12/20,China,Shaanxi,Baoji,13,5,0
2/12/20,China,Shaanxi,Weinan,14,0,0
2/12/20,China,Guangxi,Guilin,31,5,0
2/12/20,China,Shaanxi,Xianyang,17,4,0
2/12/20,China,Hainan,Haikou,29,10,0
2/12/20,China,Hainan,Wanning,13,1,0
2/12/20,China,Yunnan,Pu'er,4,0,0
2/12/20,China,Yunnan,Dehong Prefecture,5,2,0
2/12/20,China,Yunnan,NA,7,3,0
2/12/20,China,Yunnan,Lijiang,7,2,0
2/12/20,China,Yunnan,Baoshan,9,0,0
2/12/20,China,Yunnan,NA,13,3,0
2/12/20,China,Yunnan,Qujing,13,1,0
2/12/20,China,Yunnan,Zhaotong,14,2,0
2/12/20,China,Yunnan,Yuxi,14,3,0
2/12/20,China,Yunnan,Xishuangbanna,15,2,0
2/12/20,China,Hainan,Danzhou,15,1,0
2/12/20,China,Yunnan,Kunming,46,7,0
2/12/20,China,Hainan,Ledong County,2,0,0
2/12/20,China,Hainan,Baoting,3,0,0
2/12/20,China,Hainan,Wenchang,3,0,0
2/12/20,China,Hainan,Ding'an,3,0,1
2/12/20,China,Hainan,Dongfang,3,1,0
2/12/20,China,Hainan,Lingshui,4,0,0
2/12/20,China,Hainan,Qionghai,6,0,1
2/12/20,China,Hainan,Lingao,6,1,0
2/12/20,China,Hainan,Changjiang County,7,0,0
2/12/20,China,Hainan,Chengmai,8,1,1
2/12/20,China,Hainan,Qiongzhong,1,1,0
2/12/20,China,Shaanxi,Hanzhong,21,1,0
2/12/20,China,Shaanxi,Ankang,22,5,0
2/12/20,China,Shaanxi,Xi'an,114,15,0
2/12/20,China,Shanghai,NA,9,1,0
2/12/20,China,Shanghai,NA,11,0,0
2/12/20,China,Shanghai,NA,13,3,0
2/12/20,China,Shanghai,NA,14,1,0
2/12/20,China,Shanghai,NA,16,3,0
2/12/20,China,Shanghai,NA,17,2,0
2/12/20,China,Shanghai,NA,18,3,0
2/12/20,China,Shanghai,NA,20,0,0
2/12/20,China,Shanghai,NA,56,12,0
2/12/20,China,Shanghai,NA,99,26,1
2/12/20,China,Shanghai,NA,8,0,0
2/12/20,China,Beijing,To Be Determined,0,60,3
2/12/20,China,Beijing,NA,3,0,0
2/12/20,China,Beijing,NA,7,0,0
2/12/20,China,Beijing,NA,7,0,0
2/12/20,China,Beijing,NA,10,0,0
2/12/20,China,Beijing,NA,12,0,0
2/12/20,China,Beijing,NA,13,0,0
2/12/20,China,Beijing,NA,14,0,0
2/12/20,China,Beijing,NA,17,1,0
2/12/20,China,Beijing,NA,24,0,0
2/12/20,China,Beijing,NA,26,2,0
2/12/20,China,Beijing,NA,1,0,0
2/12/20,China,Shanghai,NA,8,1,0
2/12/20,China,Shanghai,NA,7,2,0
2/12/20,China,Shanghai,NA,6,1,0
2/12/20,China,Hebei,Chengde,7,1,0
2/12/20,China,Hebei,Hengshui,8,2,0
2/12/20,China,Hebei,Qinhuangdao,9,1,0
2/12/20,China,Hebei,Xingtai,21,5,1
2/12/20,China,Hebei,Zhangjiakou,25,3,0
2/12/20,China,Hebei,Shijiazhuang,27,4,0
2/12/20,China,Hebei,Langfang,29,8,0
2/12/20,China,Hebei,Handan,31,5,0
2/12/20,China,Hebei,Baoding,31,11,0
2/12/20,China,Hebei,Tangshan,35,3,0
2/12/20,China,Hebei,Cangzhou,42,12,2
2/12/20,China,Fujian,Longyan,6,1,0
2/12/20,China,Fujian,Sanming,13,1,0
2/12/20,China,Fujian,Zhangzhou,19,4,0
2/12/20,China,Fujian,Nanping,20,3,0
2/12/20,China,Fujian,Ningde,25,5,0
2/12/20,China,Fujian,Xiamen,34,4,0
2/12/20,China,Fujian,Quanzhou,44,13,0
2/12/20,China,Fujian,Putian,54,8,0
2/12/20,China,Fujian,Fuzhou,64,15,0
2/12/20,China,Shanghai,NA,3,0,0
2/12/20,China,Shanghai,NA,3,0,0
2/12/20,China,Shanghai,NA,5,2,0
2/12/20,China,Yunnan,Chuxiong Prefecture,4,0,0
2/12/20,China,Beijing,NA,36,3,0
2/12/20,China,Yunnan,Wenshan Prefecture,2,0,0
2/12/20,China,Yunnan,To Be Determined,0,1,0
2/12/20,China,Ningxia,NA,1,1,0
2/12/20,China,Ningxia,Zhongwei,3,2,0
2/12/20,China,Ningxia,Guyuan,5,2,0
2/12/20,China,Ningxia,Wuzhong,22,6,0
2/12/20,China,Ningxia,Yinchuan,32,12,0
2/12/20,China,Jilin,Baicheng,1,0,0
2/12/20,China,Jilin,Meihekou,1,0,0
2/12/20,China,Jilin,Songyuan,2,1,0
2/12/20,China,Jilin,Tonghua,3,0,0
2/12/20,China,Jilin,Yanbian Prefecture,5,2,0
2/12/20,China,Ningxia,Shizuishan,1,1,0
2/12/20,China,Jilin,Jilin,5,3,0
2/12/20,China,Jilin,Gongzhuling,6,2,0
2/12/20,China,Jilin,Siping,13,2,1
2/12/20,China,Jilin,Changchun,42,11,0
2/12/20,China,Gansu,To Be Determined,0,2,0
2/12/20,China,Gansu,Jinchang,1,1,0
2/12/20,China,Gansu,Zhangye,2,1,0
2/12/20,China,Gansu,Qingyang,3,1,0
2/12/20,China,Gansu,Linxia,3,2,0
2/12/20,China,Gansu,Longnan,4,0,0
2/12/20,China,Gansu,Baiyin,4,0,0
2/12/20,China,Jilin,Liaoyuan,6,1,0
2/12/20,China,Gansu,Gannan Prefecture,7,1,0
2/12/20,China,Xinjiang,ÜrümqiÜrümqi,21,2,0
2/12/20,China,Xinjiang,NA,10,0,0
2/12/20,China,Qinghai,Haibei Prefecture,3,1,0
2/12/20,China,Qinghai,Xining,15,8,0
2/12/20,China,Inner Mongolia,NA,1,0,0
2/12/20,China,Inner Mongolia,Wuhai,2,0,0
2/12/20,China,Inner Mongolia,Ulanqab,3,0,0
2/12/20,China,Inner Mongolia,Xilingol League,3,1,0
2/12/20,China,Inner Mongolia,Chifeng,5,2,0
2/12/20,China,Inner Mongolia,Bayannur,6,0,0
2/12/20,China,Inner Mongolia,Tongliao,6,0,0
2/12/20,China,Inner Mongolia,Hulunbuir,6,1,0
2/12/20,China,Xinjiang,Ili Prefecture,14,0,0
2/12/20,China,Inner Mongolia,Hohhot,7,0,0
2/12/20,China,Inner Mongolia,Ordos,11,2,0
2/12/20,China,Xinjiang,12th Division of Xinjiang Production and Construction Corps,1,0,0
2/12/20,China,Xinjiang,NA,1,0,0
2/12/20,China,Xinjiang,Aksu,1,0,0
2/12/20,China,Xinjiang,7th Division of Xinjiang Production and Construction Corps,1,0,0
2/12/20,China,Xinjiang,Turpan,1,1,0
2/12/20,China,Xinjiang,8th Division of Xinjiang Production and Construction Corps,2,0,1
2/12/20,China,Xinjiang,Bayingolin Prefecture,3,0,0
2/12/20,China,Xinjiang,Changji Prefecture,4,0,0
2/12/20,China,Xinjiang,9th Division of Xinjiang Production and Construction Corps,4,0,0
2/12/20,China,Inner Mongolia,Baotou,11,0,0
2/12/20,China,Gansu,Pingliang,8,1,0
2/12/20,China,Gansu,Dingxi,8,2,0
2/12/20,China,Gansu,Tianshui,12,6,0
2/12/20,China,Liaoning,Dalian,16,4,0
2/12/20,China,Liaoning,Shenyang,28,7,0
2/12/20,China,Shanxi,Linfen,2,1,0
2/12/20,China,Shanxi,Yangquan,4,0,0
2/12/20,China,Shanxi,Lüliang,6,5,0
2/12/20,China,Shanxi,Xinzhou,7,0,0
2/12/20,China,Shanxi,Shuozhou,7,2,0
2/12/20,China,Shanxi,Jincheng,8,2,0
2/12/20,China,Shanxi,Changzhi,8,0,0
2/12/20,China,Shanxi,Datong,12,4,0
2/12/20,China,Liaoning,Jinzhou,12,1,0
2/12/20,China,Shanxi,Taiyuan,18,3,0
2/12/20,China,Shanxi,Jinzhong,35,8,0
2/12/20,China,Guizhou,Anshun,4,0,0
2/12/20,China,Guizhou,Qianxinan Prefecture,4,3,0
2/12/20,China,Guizhou,Qiandongnan Prefecture,10,2,0
2/12/20,China,Guizhou,Liupanshui,10,1,1
2/12/20,China,Guizhou,Tongren,10,5,0
2/12/20,China,Guizhou,Qiannan Prefecture,17,3,0
2/12/20,China,Guizhou,Bijie,22,2,0
2/12/20,China,Guizhou,Zunyi,25,1,0
2/12/20,China,Guizhou,Guiyang,33,3,0
2/12/20,China,Shanxi,Yuncheng,19,8,0
2/12/20,China,Liaoning,Huludao,11,0,1
2/12/20,China,Liaoning,Panjin,11,0,0
2/12/20,China,Liaoning,Fuxin,8,0,0
2/12/20,China,Gansu,Lanzhou,35,14,2
2/12/20,China,Tianjin,Wuqing District,1,0,0
2/12/20,China,Tianjin,Ledong County,1,0,0
2/12/20,China,Tianjin,Ledong County,2,1,0
2/12/20,China,Tianjin,Ledong County,3,0,0
2/12/20,China,Tianjin,Qiongzhong County,4,0,0
2/12/20,China,Tianjin,Ledong County,4,0,0
2/12/20,China,Tianjin,Ledong County,4,2,0
2/12/20,China,Tianjin,Qiongzhong County,4,1,0
2/12/20,China,Tianjin,Qiongzhong County,4,0,0
2/12/20,China,Tianjin,Beichen District,6,0,0
2/12/20,China,Tianjin,NA,6,1,0
2/12/20,China,Tianjin,Changjiang County,6,1,0
2/12/20,China,Tianjin,Lingao County,12,2,0
2/12/20,China,Tianjin,Ding'an County,13,2,1
2/12/20,China,Tianjin,Lingshui County,43,1,1
2/12/20,China,Liaoning,Yingkou,1,1,0
2/12/20,China,Liaoning,Anshan,3,0,0
2/12/20,China,Liaoning,Liaoyang,3,1,0
2/12/20,China,Liaoning,Benxi,3,1,0
2/12/20,China,Liaoning,Chaoyang,6,2,0
2/12/20,China,Liaoning,Dandong,7,3,0
2/12/20,China,Liaoning,Tieling,7,1,0
2/12/20,China,Yunnan,Lincang,1,0,0
2/12/20,China,Hubei,Xiaogan,2874,207,49
2/12/20,China,Beijing,NA,38,2,0
2/12/20,China,Beijing,NA,56,0,0
2/12/20,China,Hunan,Huaihua,39,21,0
2/12/20,China,Hunan,Yongzhou,43,18,0
2/12/20,China,Hunan,Hengyang,45,23,0
2/12/20,China,Hunan,Yiyang,59,22,0
2/12/20,China,Hunan,Loudi,72,22,0
2/12/20,China,Hunan,Zhuzhou,75,14,0
2/12/20,China,Hunan,Changde,77,24,0
2/12/20,China,Hunan,Shaoyang,99,33,1
2/12/20,China,Hunan,Yueyang,148,42,1
2/12/20,China,Hunan,Changsha,228,57,0
2/12/20,China,Hunan,Chenzhou,38,15,0
2/12/20,China,Zhejiang,Huzhou,10,4,0
2/12/20,China,Zhejiang,Lishui,17,9,0
2/12/20,China,Zhejiang,Quzhou,21,5,0
2/12/20,China,Zhejiang,Shaoxing,41,15,0
2/12/20,China,Zhejiang,Jiaxing,42,6,0
2/12/20,China,Zhejiang,Jinhua,55,23,0
2/12/20,China,Zhejiang,Taizhou,144,46,0
2/12/20,China,Zhejiang,Ningbo,153,31,0
2/12/20,China,Zhejiang,Hangzhou,162,63,0
2/12/20,China,Zhejiang,Wenzhou,490,120,0
2/12/20,China,Henan,To Be Determined,0,12,5
2/12/20,China,Zhejiang,Zhoushan,10,5,0
2/12/20,China,Henan,Jiyuan,4,0,0
2/12/20,China,Hunan,Xiangtan,32,12,0
2/12/20,China,Hunan,Zhangjiajie,5,3,0
2/12/20,China,Jiangxi,Ganzhou,76,10,1
2/12/20,China,Jiangxi,Yichun,95,16,0
2/12/20,China,Jiangxi,Jiujiang,109,14,0
2/12/20,China,Jiangxi,Shangrao,119,17,0
2/12/20,China,Jiangxi,Xinyu,121,28,0
2/12/20,China,Jiangxi,Nanchang,210,61,0
2/12/20,China,Anhui,Xuancheng,6,4,0
2/12/20,China,Anhui,Huangshan,9,1,0
2/12/20,China,Anhui,Chuzhou,13,4,0
2/12/20,China,Anhui,Chizhou,16,3,0
2/12/20,China,Hunan,NA,8,6,0
2/12/20,China,Anhui,Huainan,23,6,0
2/12/20,China,Anhui,Tongling,28,9,0
2/12/20,China,Anhui,Wuhu,31,4,0
2/12/20,China,Anhui,Ma'anshan,32,6,0
2/12/20,China,Anhui,Suzhou,38,8,0
2/12/20,China,Anhui,Lu'an,60,3,0
2/12/20,China,Anhui,Anqing,80,15,0
2/12/20,China,Anhui,Bozhou,100,12,0
2/12/20,China,Anhui,Fuyang,142,17,0
2/12/20,China,Anhui,Bengbu,146,2,4
2/12/20,China,Anhui,Hefei,161,28,1
2/12/20,China,Anhui,Huaibei,25,6,0
2/12/20,China,Henan,Sanmenxia,7,3,0
2/12/20,China,Henan,Puyang,13,1,0
2/12/20,China,Henan,Hebi,19,4,0
2/12/20,China,Guangdong,Shantou,25,8,0
2/12/20,China,Guangdong,Huizhou,55,4,0
2/12/20,China,Guangdong,Zhongshan,64,21,0
2/12/20,China,Guangdong,Dongguan,70,7,0
2/12/20,China,Guangdong,Foshan,81,17,0
2/12/20,China,Guangdong,Zhuhai,89,21,0
2/12/20,China,Guangdong,Guangzhou,327,71,0
2/12/20,China,Guangdong,Shenzhen,391,82,0
2/12/20,China,Hubei,Shennongjia,10,8,0
2/12/20,China,Hubei,Qianjiang,94,8,5
2/12/20,China,Guangdong,Jiangmen,22,4,0
2/12/20,China,Hubei,Enshi,229,48,4
2/12/20,China,Hubei,Xiantao,480,48,16
2/12/20,China,Hubei,Xianning,534,84,7
2/12/20,China,Hubei,Shiyan,562,81,1
2/12/20,China,Hubei,Yichang,810,72,11
2/12/20,China,Hubei,Huangshi,911,113,9
2/12/20,China,Hubei,Jingmen,927,92,24
2/12/20,China,Hubei,Ezhou,1065,95,30
2/12/20,China,Hubei,Xiangyang,1101,66,13
2/12/20,China,Hubei,Suizhou,1160,62,14
2/12/20,China,Hubei,Jingzhou,1431,101,23
2/12/20,China,Hubei,Tianmen,362,13,10
2/12/20,China,Guangdong,Zhanjiang,21,9,0
2/12/20,China,Guangdong,Zhaoqing,16,7,1
2/12/20,China,Guangdong,Yangjiang,13,5,0
2/12/20,China,Henan,Kaifeng,25,2,0
2/12/20,China,Henan,Jiaozuo,29,5,1
2/12/20,China,Henan,Luoyang,30,4,0
2/12/20,China,Henan,Luohe,33,6,0
2/12/20,China,Henan,Xuchang,34,3,0
2/12/20,China,Henan,Anyang,50,10,0
2/12/20,China,Henan,Xinxiang,54,7,1
2/12/20,China,Henan,Pingdingshan,56,15,1
2/12/20,China,Henan,Zhoukou,68,20,0
2/12/20,China,Henan,Shangqiu,87,14,0
2/12/20,China,Henan,Zhumadian,134,31,0
2/12/20,China,Henan,Zhengzhou,141,47,0
2/12/20,China,Henan,Nanyang,145,36,2
2/12/20,China,Henan,Xinyang,240,38,0
2/12/20,China,Guangdong,To Be Determined,0,9,1
2/12/20,China,Guangdong,Heyuan,3,1,0
2/12/20,China,Guangdong,Chaozhou,5,0,0
2/12/20,China,Guangdong,Shanwei,5,1,0
2/12/20,China,Guangdong,Jieyang,8,3,0
2/12/20,China,Guangdong,Shaoguan,8,3,0
2/12/20,China,Guangdong,Qingyuan,12,5,0
2/12/20,China,Guangdong,Maoming,13,1,0
2/12/20,China,Guangdong,Meizhou,13,5,0
2/12/20,China,Jiangxi,Fuzhou,69,14,0
2/12/20,China,Beijing,NA,56,0,0
2/12/20,China,Jiangxi,Pingxiang,29,2,0
2/12/20,China,Jiangxi,Yingtan,18,2,0
2/12/20,China,Sichuan,Bazhong,22,1,0
2/12/20,China,Sichuan,Mianyang,22,4,0
2/12/20,China,Sichuan,Guang'an,30,5,0
2/12/20,China,Sichuan,Nanchong,35,5,0
2/12/20,China,Sichuan,Dazhou,36,5,0
2/12/20,China,Sichuan,Garzê,37,3,0
2/12/20,China,Sichuan,Chengdu,131,42,1
2/12/20,China,Shandong,Binzhou,12,6,0
2/12/20,China,Shandong,Rizhao,15,2,0
2/12/20,China,Shandong,Heze,18,7,0
2/12/20,China,Sichuan,Neijiang,21,3,0
2/12/20,China,Shandong,Zaozhuang,23,4,0
2/12/20,China,Shandong,Tai'an,32,4,0
2/12/20,China,Shandong,Dezhou,35,6,1
2/12/20,China,Shandong,Liaocheng,38,3,0
2/12/20,China,Shandong,Weifang,38,5,0
2/12/20,China,Shandong,Weihai,38,9,0
2/12/20,China,Shandong,Jining,43,12,0
2/12/20,China,Shandong,Linyi,45,12,0
2/12/20,China,Shandong,Yantai,46,7,0
