"","time","country","cum_confirm","cum_heal","cum_dead"
"4504","2020-03-27","Kuwait",225,57,0
"4505","2020-03-27","Cayman Islands",1,0,1
"4506","2020-03-27","Kazakhstan",125,2,1
"4507","2020-03-27","Lao People's Democratic Republic",6,0,0
"4508","2020-03-27","Lebanon",391,23,7
"4509","2020-03-27","Saint Lucia",3,1,0
"4510","2020-03-27","Liechtenstein",56,0,0
"4511","2020-03-27","Sri Lanka",106,7,0
"4512","2020-03-27","Liberia",3,0,0
"4513","2020-03-27","Lithuania",345,1,4
"4514","2020-03-27","Luxembourg",1453,6,9
"4515","2020-03-27","Latvia",280,1,0
"4516","2020-03-27","Libya",3,0,0
"4517","2020-03-27","Morocco",275,8,6
"4518","2020-03-27","Monaco",33,1,0
"4519","2020-03-27","Moldova",177,2,2
"4520","2020-03-27","Montenegro",70,0,1
"4521","2020-03-27","Madagascar",24,0,0
"4522","2020-03-27","Republika Severna Makedonija",219,3,3
"4523","2020-03-27","Mali",11,0,0
"4524","2020-03-27","Myanmar",5,0,0
"4525","2020-03-27","Martinique",53,0,1
"4526","2020-03-27","Montserrat",1,0,0
"4527","2020-03-27","Malta",139,2,0
"4528","2020-03-27","Mauritius",94,0,2
"4529","2020-03-27","Maldives",14,9,0
"4530","2020-03-27","Mexico",585,4,8
"4531","2020-03-27","Malaysia",2161,259,26
"4532","2020-03-27","Mozambique",7,0,0
"4533","2020-03-27","Niger",10,0,1
"4534","2020-03-27","Nigeria",65,3,1
"4535","2020-03-27","Nicaragua",2,0,1
"4536","2020-03-27","Netherlands",8603,6,546
"4537","2020-03-27","Norway",3669,6,16
"4538","2020-03-27","Nepal",4,1,0
"4539","2020-03-27","New Zealand",368,37,0
"4540","2020-03-27","Oman",131,23,0
"4541","2020-03-27","Panama",674,2,9
"4542","2020-03-27","Peru",580,14,9
"4543","2020-03-27","French Polynesia",15,0,0
"4544","2020-03-27","Papua New Guinea",1,0,0
"4545","2020-03-27","Philippines",803,31,54
"4546","2020-03-27","Pakistan",1252,23,9
"4547","2020-03-27","Poland",1244,13,16
"4548","2020-03-27","Puerto Rico",31,0,2
"4549","2020-03-27","Palestinian Territory",61,17,0
"4550","2020-03-27","Portugal",4268,43,76
"4551","2020-03-27","Paraguay",52,1,3
"4552","2020-03-27","Qatar",549,43,0
"4553","2020-03-27","Réunion",71,0,0
"4554","2020-03-27","Romania",1292,115,24
"4555","2020-03-27","Serbia",457,15,3
"4556","2020-03-27","Russia",1036,45,3
"4557","2020-03-27","Rwanda",50,0,0
"4558","2020-03-27","Saudi Arabia",1104,35,3
"4559","2020-03-27","Seychelles",7,0,0
"4560","2020-03-27","Sudan",3,0,1
"4561","2020-03-27","Sweden",2983,16,77
"4562","2020-03-27","Singapore",732,160,2
"4563","2020-03-27","Slovenia",632,10,6
"4564","2020-03-27","Slovakia",269,7,0
"4565","2020-03-27","San Marino",208,4,21
"4566","2020-03-27","Senegal",119,11,0
"4567","2020-03-27","Somalia",3,0,0
"4568","2020-03-27","Suriname",8,0,0
"4569","2020-03-27","El Salvador",13,0,0
"4570","2020-03-27","Syria",5,0,0
"4571","2020-03-27","Swaziland",6,0,0
"4572","2020-03-27","Chad",3,0,0
"4573","2020-03-27","Togo",25,1,0
"4574","2020-03-27","Thailand",1136,97,5
"4575","2020-03-27","Timor-Leste",1,0,0
"4576","2020-03-27","Tunisia",227,2,6
"4577","2020-03-27","Turkey",3629,26,75
"4578","2020-03-27","Trinidad and Tobago",65,1,1
"4579","2020-03-27","Tanzania",13,0,0
"4580","2020-03-27","Ukraine",226,5,5
"4581","2020-03-27","Uganda",18,0,0
"4582","2020-03-27","United States",86012,753,1301
"4583","2020-03-27","Uruguay",238,6,0
"4584","2020-03-27","Uzbekistan",83,5,1
"4585","2020-03-27","Holy See  [Vatican City State]",4,0,0
"4586","2020-03-27","Saint Vincent and the Grenadines",1,0,0
"4587","2020-03-27","Venezuela",107,31,1
"4588","2020-03-27","Virgin Islands (U.S.)",17,0,0
"4589","2020-03-27","Vietnam",163,20,0
"4590","2020-03-27","Mayotte",24,0,0
"4591","2020-03-27","South Africa",927,12,2
"4592","2020-03-27","Zambia",16,0,0
"4593","2020-03-27","Zimbabwe",5,0,1
"4594","2020-03-27","Namibia",8,2,0
"4595","2020-03-28","Diamond Princess",712,603,10
"4596","2020-03-28","Bosnia and Herzegovina",257,5,4
"4597","2020-03-28","Jersey",52,0,1
"4598","2020-03-28","Guernsey",36,0,0
"4599","2020-03-28","Isle of Man",29,0,0
"4600","2020-03-28","Mongolia",12,0,0
"4601","2020-03-28","Netherlands Antilles",7,0,1
"4602","2020-03-28","Mauritania",5,0,0
"4603","2020-03-28","Andorra",267,1,3
"4604","2020-03-28","United Arab Emirates",405,55,2
"4605","2020-03-28","Afghanistan",110,2,4
"4606","2020-03-28",NA,7,0,0
"4607","2020-03-28","Anguilla",2,0,0
"4608","2020-03-28","Albania",197,31,10
"4609","2020-03-28","Armenia",372,28,1
"4610","2020-03-28","Angola",4,0,0
"4611","2020-03-28","Argentina",690,72,17
"4612","2020-03-28","Austria",7964,225,68
"4613","2020-03-28","Australia",3640,244,14
"4614","2020-03-28","Aruba",33,1,0
"4615","2020-03-28","Azerbaijan",165,15,3
"4616","2020-03-28","Barbados",26,0,0
"4617","2020-03-28","Bangladesh",48,15,5
"4618","2020-03-28","Belgium",9134,1063,353
"4619","2020-03-28","Burkina Faso",180,12,9
"4620","2020-03-28","Bulgaria",313,9,5
"4621","2020-03-28","Bahrain",473,254,4
"4622","2020-03-28","Benin",6,0,0
"4623","2020-03-28","Bermuda",7,0,0
"4624","2020-03-28","Brunei",120,25,1
"4625","2020-03-28","Bolivia",74,0,0
"4626","2020-03-28","Brazil",3477,150,93
"4627","2020-03-28","Bahamas",10,1,0
"4628","2020-03-28","Bhutan",3,0,0
"4629","2020-03-28","Belarus",94,32,0
"4630","2020-03-28","Belize",2,0,0
"4631","2020-03-28","Canada",4781,345,56
"4632","2020-03-28","Democratic Republic of the Congo",58,3,6
"4633","2020-03-28","Central African Republic",6,0,0
"4634","2020-03-28","Republic of the Congo",19,0,0
"4635","2020-03-28","Switzerland",13377,1530,242
"4636","2020-03-28","Côte d'Ivoire",101,3,0
"4637","2020-03-28","Chile",1610,43,5
"4638","2020-03-28","Cameroon",94,2,2
"4639","2020-03-28","China",82341,75600,3306
"4640","2020-03-28","Colombia",539,10,6
"4641","2020-03-28","Costa Rica",263,3,2
"4642","2020-03-28","Cuba",80,4,2
"4643","2020-03-28","Cape Verde",5,0,1
"4644","2020-03-28","Cyprus",162,15,5
"4645","2020-03-28","Czech Republic",2422,11,9
"4646","2020-03-28","Germany",52747,8472,380
"4647","2020-03-28","Djibouti",14,0,0
"4648","2020-03-28","Denmark",2366,57,65
"4649","2020-03-28","Dominica",11,0,0
"4650","2020-03-28","Dominican Republic",581,3,20
"4651","2020-03-28","Algeria",409,77,26
"4652","2020-03-28","Ecuador",1627,3,41
"4653","2020-03-28","Estonia",645,20,1
"4654","2020-03-28","Egypt",536,116,30
"4655","2020-03-28","Eritrea",6,0,0
"4656","2020-03-28","Spain",72248,12285,5690
"4657","2020-03-28","Ethiopia",16,1,0
"4658","2020-03-28","Finland",1167,10,8
"4659","2020-03-28","Fiji",5,0,0
"4660","2020-03-28","Faroe Islands",140,0,0
"4661","2020-03-28","France",32964,5700,1995
"4662","2020-03-28","Gabon",7,0,1
"4663","2020-03-28","United Kingdom",17089,151,1019
"4664","2020-03-28","Grenada",7,0,0
"4665","2020-03-28","Gambia",85,14,0
"4666","2020-03-28","French Guiana",28,6,0
"4667","2020-03-28","Ghana",137,2,4
"4668","2020-03-28","Gibraltar",55,14,0
"4669","2020-03-28","Greenland",6,0,0
"4670","2020-03-28","Gambia",3,0,1
"4671","2020-03-28","Guinea",8,0,0
"4672","2020-03-28","Guadeloupe",76,0,1
"4673","2020-03-28","Equatorial Guinea",12,0,0
"4674","2020-03-28","Greece",966,52,28
"4675","2020-03-28","Guatemala",32,4,1
"4676","2020-03-28","Guam",73,0,1
"4677","2020-03-28","Guinea-Bissau",2,0,0
"4678","2020-03-28","Guyana",20,0,1
"4679","2020-03-28","Honduras",95,3,1
"4680","2020-03-28","Croatia",635,45,4
"4681","2020-03-28","Haiti",8,0,0
"4682","2020-03-28","Hungary",343,34,11
"4683","2020-03-28","Indonesia",1155,59,102
"4684","2020-03-28","Ireland",2121,5,22
"4685","2020-03-28","Israel",3460,89,12
"4686","2020-03-28","India",933,84,20
"4687","2020-03-28","Iraq",506,131,42
"4688","2020-03-28","Iran",35408,11679,2517
"4689","2020-03-28","Iceland",963,97,2
"4690","2020-03-28","Italy",86498,10950,9134
"4691","2020-03-28","Jamaica",30,2,1
"4692","2020-03-28","Jordan",235,18,1
"4693","2020-03-28","Japan",1697,372,54
"4694","2020-03-28","Kenya",38,1,1
"4695","2020-03-28","Kyrgyzstan",58,0,0
"4696","2020-03-28","Cambodia",99,13,0
"4697","2020-03-28","Saint Kitts and Nevis",2,0,0
"4698","2020-03-28","South Korea",9478,4811,144
"4699","2020-03-28","Kuwait",235,64,0
"4700","2020-03-28","Cayman Islands",8,0,1
"4701","2020-03-28","Kazakhstan",204,14,1
"4702","2020-03-28","Lao People's Democratic Republic",6,0,0
"4703","2020-03-28","Lebanon",412,27,8
"4704","2020-03-28","Saint Lucia",3,1,0
"4705","2020-03-28","Liechtenstein",56,0,0
"4706","2020-03-28","Sri Lanka",110,9,0
"4707","2020-03-28","Liberia",3,0,0
"4708","2020-03-28","Lithuania",382,1,5
"4709","2020-03-28","Luxembourg",1605,40,15
"4710","2020-03-28","Latvia",305,1,0
"4711","2020-03-28","Libya",1,0,0
"4712","2020-03-28","Morocco",358,11,23
"4713","2020-03-28","Monaco",42,1,0
"4714","2020-03-28","Moldova",199,2,2
"4715","2020-03-28","Montenegro",82,0,1
"4716","2020-03-28","Madagascar",28,0,0
"4717","2020-03-28","Republika Severna Makedonija",219,3,3
"4718","2020-03-28","Mali",18,0,0
"4719","2020-03-28","Myanmar",8,0,0
"4720","2020-03-28","Martinique",66,0,1
"4721","2020-03-28","Montserrat",1,0,0
"4722","2020-03-28","Malta",149,2,0
"4723","2020-03-28","Mauritius",102,0,2
"4724","2020-03-28","Maldives",16,9,0
"4725","2020-03-28","Mexico",717,4,12
"4726","2020-03-28","Malaysia",2320,320,27
"4727","2020-03-28","Mozambique",8,0,0
"4728","2020-03-28","New Caledonia",14,0,0
"4729","2020-03-28","Niger",10,0,1
"4730","2020-03-28","Nigeria",81,3,1
"4731","2020-03-28","Nicaragua",4,0,1
"4732","2020-03-28","Netherlands",9806,2500,640
"4733","2020-03-28","Norway",3970,7,20
"4734","2020-03-28","Nepal",5,1,0
"4735","2020-03-28","New Zealand",451,50,0
"4736","2020-03-28","Oman",152,23,0
"4737","2020-03-28","Panama",786,2,14
"4738","2020-03-28","Peru",635,16,11
"4739","2020-03-28","French Polynesia",30,0,0
"4740","2020-03-28","Papua New Guinea",1,0,0
"4741","2020-03-28","Philippines",1075,35,68
"4742","2020-03-28","Pakistan",1408,29,12
"4743","2020-03-28","Poland",1481,13,17
"4744","2020-03-28","Puerto Rico",79,0,3
"4745","2020-03-28","Palestinian Territory",97,18,1
"4746","2020-03-28","Portugal",5170,43,100
"4747","2020-03-28","Paraguay",56,1,3
"4748","2020-03-28","Qatar",562,43,0
"4749","2020-03-28","Réunion",145,1,0
"4750","2020-03-28","Romania",1452,139,29
"4751","2020-03-28","Serbia",528,42,8
"4752","2020-03-28","Russia",1264,49,4
"4753","2020-03-28","Rwanda",54,0,0
"4754","2020-03-28","Saudi Arabia",1203,37,4
"4755","2020-03-28","Seychelles",7,0,0
"4756","2020-03-28","Sudan",5,0,1
"4757","2020-03-28","Sweden",3069,16,105
"4758","2020-03-28","Singapore",802,198,2
"4759","2020-03-28","Slovenia",684,10,9
"4760","2020-03-28","Slovakia",292,7,0
"4761","2020-03-28","San Marino",223,6,21
"4762","2020-03-28","Senegal",130,18,0
"4763","2020-03-28","Somalia",3,0,0
"4764","2020-03-28","Suriname",8,0,0
"4765","2020-03-28","El Salvador",19,0,0
"4766","2020-03-28","Syria",5,0,0
"4767","2020-03-28","Swaziland",9,0,0
"4768","2020-03-28","Turks and Caicos Islands",2,0,0
"4769","2020-03-28","Chad",5,0,0
"4770","2020-03-28","Togo",25,1,1
"4771","2020-03-28","Thailand",1245,100,6
"4772","2020-03-28","Timor-Leste",1,0,0
"4773","2020-03-28","Tunisia",227,2,7
"4774","2020-03-28","Turkey",5698,42,92
"4775","2020-03-28","Trinidad and Tobago",66,1,2
"4776","2020-03-28","Tanzania",14,1,0
"4777","2020-03-28","Ukraine",311,5,8
"4778","2020-03-28","Uganda",23,0,0
"4779","2020-03-28","United States",104860,894,1711
"4780","2020-03-28","Uruguay",274,6,0
"4781","2020-03-28","Uzbekistan",104,5,2
"4782","2020-03-28","Holy See  [Vatican City State]",4,0,0
"4783","2020-03-28","Saint Vincent and the Grenadines",1,0,0
"4784","2020-03-28","Venezuela",113,39,2
"4785","2020-03-28","Virgin Islands",2,0,0
"4786","2020-03-28","Virgin Islands (U.S.)",19,0,0
"4787","2020-03-28","Vietnam",174,21,0
"4788","2020-03-28","Mayotte",50,0,0
"4789","2020-03-28","South Africa",1170,31,1
"4790","2020-03-28","Zambia",28,0,0
"4791","2020-03-28","Zimbabwe",7,0,1
"4792","2020-03-28","Namibia",8,2,0
"4793","2020-03-29","Diamond Princess",712,603,10
"4794","2020-03-29","Bosnia and Herzegovina",323,8,6
"4795","2020-03-29","Jersey",52,0,1
"4796","2020-03-29","Guernsey",36,0,0
"4797","2020-03-29","Isle of Man",29,0,0
"4798","2020-03-29","Mongolia",12,0,0
"4799","2020-03-29","Netherlands Antilles",7,0,1
"4800","2020-03-29","Mauritania",5,0,0
"4801","2020-03-29","Andorra",334,6,6
"4802","2020-03-29","United Arab Emirates",468,55,2
"4803","2020-03-29","Afghanistan",110,2,4
"4804","2020-03-29",NA,7,0,0
"4805","2020-03-29","Anguilla",2,0,0
"4806","2020-03-29","Albania",212,40,10
"4807","2020-03-29","Armenia",424,30,1
"4808","2020-03-29","Angola",4,0,0
"4809","2020-03-29","Argentina",745,72,19
"4810","2020-03-29","Austria",8486,225,68
"4811","2020-03-29","Australia",3980,244,16
"4812","2020-03-29","Aruba",33,1,0
"4813","2020-03-29","Azerbaijan",182,15,4
"4814","2020-03-29","Barbados",26,0,0
"4815","2020-03-29","Bangladesh",48,15,5
"4816","2020-03-29","Belgium",10836,1063,431
"4817","2020-03-29","Burkina Faso",207,21,11
"4818","2020-03-29","Bulgaria",338,11,7
"4819","2020-03-29","Bahrain",499,272,4
"4820","2020-03-29","Benin",6,0,0
"4821","2020-03-29","Bermuda",7,0,0
"4822","2020-03-29","Brunei",126,25,1
"4823","2020-03-29","Bolivia",81,0,0
"4824","2020-03-29","Brazil",3904,150,114
"4825","2020-03-29","Bahamas",10,1,0
"4826","2020-03-29","Bhutan",3,0,0
"4827","2020-03-29","Belarus",94,32,0
"4828","2020-03-29","Belize",2,0,0
"4829","2020-03-29","Canada",5655,466,61
"4830","2020-03-29","Democratic Republic of the Congo",65,3,6
"4831","2020-03-29","Central African Republic",6,0,0
"4832","2020-03-29","Republic of the Congo",19,0,0
"4833","2020-03-29","Switzerland",14352,1595,282
"4834","2020-03-29","Côte d'Ivoire",140,3,0
"4835","2020-03-29","Chile",1909,61,6
"4836","2020-03-29","Cameroon",94,2,2
"4837","2020-03-29","China",82447,75937,3311
"4838","2020-03-29","Colombia",608,10,6
"4839","2020-03-29","Costa Rica",295,3,2
"4840","2020-03-29","Cuba",119,4,3
"4841","2020-03-29","Cape Verde",6,0,1
"4842","2020-03-29","Cyprus",179,15,5
"4843","2020-03-29","Czech Republic",2697,11,13
"4844","2020-03-29","Germany",58349,9200,481
"4845","2020-03-29","Djibouti",14,0,0
"4846","2020-03-29","Denmark",2564,57,72
"4847","2020-03-29","Dominica",11,0,0
"4848","2020-03-29","Dominican Republic",719,3,28
"4849","2020-03-29","Algeria",454,77,29
"4850","2020-03-29","Ecuador",1823,3,48
"4851","2020-03-29","Estonia",679,20,3
"4852","2020-03-29","Egypt",576,121,36
"4853","2020-03-29","Eritrea",6,0,0
"4854","2020-03-29","Spain",78797,14709,6528
"4855","2020-03-29","Ethiopia",16,1,0
"4856","2020-03-29","Finland",1218,10,9
"4857","2020-03-29","Fiji",5,0,0
"4858","2020-03-29","Faroe Islands",159,0,0
"4859","2020-03-29","France",38105,5724,2317
"4860","2020-03-29","Gabon",7,0,1
"4861","2020-03-29","United Kingdom",19522,151,1228
"4862","2020-03-29","Grenada",7,0,0
"4863","2020-03-29","Gambia",90,14,0
"4864","2020-03-29","French Guiana",28,6,0
"4865","2020-03-29","Ghana",152,2,5
"4866","2020-03-29","Gibraltar",55,14,0
"4867","2020-03-29","Greenland",10,0,0
"4868","2020-03-29","Gambia",3,0,1
"4869","2020-03-29","Guinea",8,0,0
"4870","2020-03-29","Guadeloupe",76,0,1
"4871","2020-03-29","Equatorial Guinea",12,0,0
"4872","2020-03-29","Greece",1061,52,32
"4873","2020-03-29","Guatemala",34,10,1
"4874","2020-03-29","Guam",73,0,1
"4875","2020-03-29","Guinea-Bissau",2,0,0
"4876","2020-03-29","Guyana",20,0,1
"4877","2020-03-29","Honduras",110,3,1
"4878","2020-03-29","Croatia",713,52,6
"4879","2020-03-29","Haiti",8,0,0
"4880","2020-03-29","Hungary",408,34,13
"4881","2020-03-29","Indonesia",1285,59,114
"4882","2020-03-29","Ireland",2415,5,36
"4883","2020-03-29","Israel",3865,89,12
"4884","2020-03-29","India",1024,95,27
"4885","2020-03-29","Iraq",547,143,42
"4886","2020-03-29","Iran",38309,12391,2640
"4887","2020-03-29","Iceland",963,114,2
"4888","2020-03-29","Italy",92472,12384,10023
"4889","2020-03-29","Jamaica",32,2,1
"4890","2020-03-29","Jordan",246,18,1
"4891","2020-03-29","Japan",1884,372,55
"4892","2020-03-29","Kenya",38,1,1
"4893","2020-03-29","Kyrgyzstan",84,0,0
"4894","2020-03-29","Cambodia",103,13,0
"4895","2020-03-29","Saint Kitts and Nevis",2,0,0
"4896","2020-03-29","South Korea",9583,5033,152
"4897","2020-03-29","Kuwait",255,67,0
"4898","2020-03-29","Cayman Islands",8,0,1
"4899","2020-03-29","Kazakhstan",271,16,1
"4900","2020-03-29","Lao People's Democratic Republic",8,0,0
"4901","2020-03-29","Lebanon",438,30,10
"4902","2020-03-29","Saint Lucia",3,1,0
"4903","2020-03-29","Liechtenstein",61,0,0
"4904","2020-03-29","Sri Lanka",115,9,1
"4905","2020-03-29","Liberia",3,0,0
"4906","2020-03-29","Lithuania",437,1,7
"4907","2020-03-29","Luxembourg",1831,40,18
"4908","2020-03-29","Latvia",347,1,0
"4909","2020-03-29","Libya",3,0,0
"4910","2020-03-29","Morocco",450,12,26
"4911","2020-03-29","Monaco",42,1,0
"4912","2020-03-29","Moldova",231,2,2
"4913","2020-03-29","Montenegro",84,0,1
"4914","2020-03-29","Madagascar",28,0,0
"4915","2020-03-29","Republika Severna Makedonija",241,3,4
"4916","2020-03-29","Mali",18,0,0
"4917","2020-03-29","Myanmar",8,0,0
"4918","2020-03-29","Martinique",66,0,1
"4919","2020-03-29","Montserrat",1,0,0
"4920","2020-03-29","Malta",151,2,0
"4921","2020-03-29","Mauritius",102,0,2
"4922","2020-03-29","Maldives",16,9,0
"4923","2020-03-29","Mexico",848,4,16
"4924","2020-03-29","Malaysia",2470,388,34
"4925","2020-03-29","Mozambique",8,0,0
"4926","2020-03-29","New Caledonia",14,0,0
"4927","2020-03-29","Niger",10,0,1
"4928","2020-03-29","Nigeria",97,3,1
"4929","2020-03-29","Nicaragua",4,0,1
"4930","2020-03-29","Netherlands",10923,0,772
"4931","2020-03-29","Norway",4232,7,25
"4932","2020-03-29","Nepal",5,1,0
"4933","2020-03-29","New Zealand",514,56,1
"4934","2020-03-29","Oman",167,23,0
"4935","2020-03-29","Panama",901,2,17
"4936","2020-03-29","Peru",671,16,16
"4937","2020-03-29","French Polynesia",30,0,0
"4938","2020-03-29","Papua New Guinea",1,0,0
"4939","2020-03-29","Philippines",1418,42,71
"4940","2020-03-29","Pakistan",1526,29,12
"4941","2020-03-29","Poland",1717,13,18
"4942","2020-03-29","Puerto Rico",79,0,3
"4943","2020-03-29","Palestinian Territory",104,18,1
"4944","2020-03-29","Portugal",5962,43,119
"4945","2020-03-29","Paraguay",56,1,3
"4946","2020-03-29","Qatar",590,45,1
"4947","2020-03-29","Réunion",145,1,0
"4948","2020-03-29","Romania",1760,169,37
"4949","2020-03-29","Serbia",741,42,13
"4950","2020-03-29","Russia",1534,64,8
"4951","2020-03-29","Rwanda",60,0,0
"4952","2020-03-29","Saudi Arabia",1299,66,8
"4953","2020-03-29","Seychelles",8,0,0
"4954","2020-03-29","Sudan",5,0,1
"4955","2020-03-29","Sweden",3700,18,112
"4956","2020-03-29","Singapore",844,198,3
"4957","2020-03-29","Slovenia",730,10,11
"4958","2020-03-29","Slovakia",314,7,0
"4959","2020-03-29","San Marino",224,6,22
"4960","2020-03-29","Senegal",142,18,0
"4961","2020-03-29","Somalia",3,0,0
"4962","2020-03-29","Suriname",8,0,0
"4963","2020-03-29","El Salvador",19,0,0
"4964","2020-03-29","Syria",5,0,0
"4965","2020-03-29","Swaziland",9,0,0
"4966","2020-03-29","Turks and Caicos Islands",2,0,0
"4967","2020-03-29","Chad",5,0,0
"4968","2020-03-29","Togo",25,1,1
"4969","2020-03-29","Thailand",1388,100,6
"4970","2020-03-29","Timor-Leste",1,0,0
"4971","2020-03-29","Tunisia",278,2,8
"4972","2020-03-29","Turkey",7402,70,108
"4973","2020-03-29","Trinidad and Tobago",76,1,3
"4974","2020-03-29","Tanzania",14,1,0
"4975","2020-03-29","Ukraine",418,5,9
"4976","2020-03-29","Uganda",30,0,0
"4977","2020-03-29","United States",124868,2612,2190
"4978","2020-03-29","Uruguay",304,6,1
"4979","2020-03-29","Uzbekistan",133,5,2
"4980","2020-03-29","Holy See  [Vatican City State]",4,0,0
"4981","2020-03-29","Saint Vincent and the Grenadines",1,0,0
"4982","2020-03-29","Venezuela",119,39,2
"4983","2020-03-29","Virgin Islands",2,0,0
"4984","2020-03-29","Virgin Islands (U.S.)",19,0,0
"4985","2020-03-29","Vietnam",188,25,0
"4986","2020-03-29","Mayotte",50,0,0
"4987","2020-03-29","South Africa",1187,31,1
"4988","2020-03-29","Zambia",29,0,0
"4989","2020-03-29","Zimbabwe",7,0,1
"4990","2020-03-29","Namibia",8,2,0
"4991","2020-03-30","Diamond Princess",712,603,11
"4992","2020-03-30","Bosnia and Herzegovina",354,17,8
"4993","2020-03-30","Jersey",61,0,1
"4994","2020-03-30","Guernsey",39,0,0
"4995","2020-03-30","Isle of Man",32,0,0
"4996","2020-03-30","Mongolia",12,0,0
"4997","2020-03-30","Netherlands Antilles",7,0,1
"4998","2020-03-30","Mauritania",5,0,0
"4999","2020-03-30","Northern Mariana Islands",2,0,0
"5000","2020-03-30","Andorra",334,6,6
"5001","2020-03-30","United Arab Emirates",611,61,5
"5002","2020-03-30","Afghanistan",145,2,4
"5003","2020-03-30",NA,7,0,0
"5004","2020-03-30","Anguilla",2,0,0
"5005","2020-03-30","Albania",223,44,11
"5006","2020-03-30","Armenia",482,30,3
"5007","2020-03-30","Angola",7,0,2
"5008","2020-03-30","Argentina",820,91,80
"5009","2020-03-30","Austria",9200,636,108
"5010","2020-03-30","Australia",4245,244,18
"5011","2020-03-30","Aruba",46,1,0
"5012","2020-03-30","Azerbaijan",209,15,4
"5013","2020-03-30","Barbados",33,0,0
"5014","2020-03-30","Bangladesh",48,15,5
"5015","2020-03-30","Belgium",11899,1527,513
"5016","2020-03-30","Burkina Faso",222,23,12
"5017","2020-03-30","Bulgaria",354,15,8
"5018","2020-03-30","Bahrain",515,279,4
"5019","2020-03-30","Benin",6,0,0
"5020","2020-03-30","Bermuda",17,0,0
"5021","2020-03-30","Brunei",127,38,1
"5022","2020-03-30","Bolivia",96,0,3
"5023","2020-03-30","Brazil",4256,150,136
"5024","2020-03-30","Bahamas",14,1,0
"5025","2020-03-30","Bhutan",4,0,0
"5026","2020-03-30","Belarus",94,32,0
"5027","2020-03-30","Belize",2,0,0
"5028","2020-03-30","Canada",6320,466,65
"5029","2020-03-30","Democratic Republic of the Congo",81,3,8
"5030","2020-03-30","Central African Republic",6,0,0
"5031","2020-03-30","Republic of the Congo",19,0,0
"5032","2020-03-30","Switzerland",15475,1595,300
"5033","2020-03-30","Côte d'Ivoire",165,4,1
"5034","2020-03-30","Chile",2449,156,8
"5035","2020-03-30","Cameroon",139,5,6
"5036","2020-03-30","China",82545,76225,3314
"5037","2020-03-30","Colombia",702,10,10
"5038","2020-03-30","Costa Rica",314,3,2
"5039","2020-03-30","Cuba",139,4,3
"5040","2020-03-30","Cape Verde",6,0,1
"5041","2020-03-30","Cyprus",214,15,6
"5042","2020-03-30","Czech Republic",2859,11,17
"5043","2020-03-30","Germany",63929,10534,560
"5044","2020-03-30","Djibouti",18,0,0
"5045","2020-03-30","Denmark",2724,73,72
"5046","2020-03-30","Dominica",11,0,0
"5047","2020-03-30","Dominican Republic",859,3,39
"5048","2020-03-30","Algeria",511,77,31
"5049","2020-03-30","Ecuador",1924,3,58
"5050","2020-03-30","Estonia",715,20,3
"5051","2020-03-30","Egypt",609,132,40
"5052","2020-03-30","Eritrea",12,0,0
"5053","2020-03-30","Spain",85195,16780,7340
"5054","2020-03-30","Ethiopia",21,1,0
"5055","2020-03-30","Finland",1343,10,11
"5056","2020-03-30","Fiji",5,0,0
"5057","2020-03-30","Faroe Islands",159,0,0
"5058","2020-03-30","France",40723,7226,2611
"5059","2020-03-30","Gabon",7,0,1
"5060","2020-03-30","United Kingdom",22141,151,1408
"5061","2020-03-30","Grenada",9,0,0
"5062","2020-03-30","Gambia",98,18,0
"5063","2020-03-30","French Guiana",28,6,0
"5064","2020-03-30","Ghana",152,2,5
"5065","2020-03-30","Gibraltar",56,14,0
"5066","2020-03-30","Greenland",10,0,0
"5067","2020-03-30","Gambia",4,0,1
"5068","2020-03-30","Guinea",16,1,0
"5069","2020-03-30","Guadeloupe",96,0,2
"5070","2020-03-30","Equatorial Guinea",14,0,0
"5071","2020-03-30","Greece",1156,52,39
"5072","2020-03-30","Guatemala",34,10,1
"5073","2020-03-30","Guam",73,0,1
"5074","2020-03-30","Guinea-Bissau",2,0,0
"5075","2020-03-30","Guyana",20,0,1
"5076","2020-03-30","Honduras",139,3,3
"5077","2020-03-30","Croatia",713,55,6
"5078","2020-03-30","Haiti",15,0,0
"5079","2020-03-30","Hungary",447,34,15
"5080","2020-03-30","Indonesia",1414,75,122
"5081","2020-03-30","Ireland",2615,5,46
"5082","2020-03-30","Israel",4347,134,15
"5083","2020-03-30","India",1071,100,29
"5084","2020-03-30","Iraq",547,143,42
"5085","2020-03-30","Iran",41495,12391,2757
"5086","2020-03-30","Iceland",1020,135,2
"5087","2020-03-30","Italy",97689,13030,10779
"5088","2020-03-30","Jamaica",32,2,1
"5089","2020-03-30","Jordan",259,18,4
"5090","2020-03-30","Japan",1958,424,58
"5091","2020-03-30","Kenya",42,1,1
"5092","2020-03-30","Kyrgyzstan",84,0,0
"5093","2020-03-30","Cambodia",107,21,0
"5094","2020-03-30","Saint Kitts and Nevis",2,0,0
"5095","2020-03-30","South Korea",9661,5228,158
"5096","2020-03-30","Kuwait",266,72,0
"5097","2020-03-30","Cayman Islands",8,0,1
"5098","2020-03-30","Kazakhstan",302,20,1
"5099","2020-03-30","Lao People's Democratic Republic",8,0,0
"5100","2020-03-30","Lebanon",446,32,11
"5101","2020-03-30","Saint Lucia",9,1,0
