"time","city","cum_confirm","cum_heal","cum_dead"
2020-03-16,"Shiyan",672,634,8
2020-03-16,"Yichang",931,868,36
2020-03-16,"Xiangyang",1175,1128,38
2020-03-16,"Ezhou",1394,1275,57
2020-03-16,"Jingmen",928,865,39
2020-03-16,"Xiaogan",3518,3266,127
2020-03-16,"Jingzhou",1580,1492,50
2020-03-16,"Huanggang",2907,2750,125
2020-03-16,"Xianning",836,819,14
2020-03-16,"Suizhou",1307,1221,45
2020-03-16,"Enshi",252,242,7
2020-03-16,"Xiantao",575,529,22
2020-03-16,"Qianjiang",198,183,9
2020-03-16,"Tianmen",496,477,15
2020-03-16,"Shennongjia",11,11,0
2020-03-17,"Huangshi",1015,961,38
2020-03-17,"Shiyan",672,638,8
2020-03-17,"Yichang",931,873,36
2020-03-17,"Xiangyang",1175,1129,38
2020-03-17,"Ezhou",1394,1285,57
2020-03-17,"Jingmen",928,868,39
2020-03-17,"Xiaogan",3518,3278,127
2020-03-17,"Jingzhou",1580,1498,50
2020-03-17,"Huanggang",2907,2765,125
2020-03-17,"Xianning",836,821,15
2020-03-17,"Suizhou",1307,1221,45
2020-03-17,"Enshi",252,245,7
2020-03-17,"Xiantao",575,531,22
2020-03-17,"Qianjiang",198,184,9
2020-03-17,"Tianmen",496,477,15
2020-03-17,"Shennongjia",11,11,0
2020-03-18,"Huangshi",1015,963,38
2020-03-18,"Shiyan",672,645,8
2020-03-18,"Yichang",931,881,36
2020-03-18,"Xiangyang",1175,1131,38
2020-03-18,"Ezhou",1394,1290,57
2020-03-18,"Jingmen",928,870,39
2020-03-18,"Xiaogan",3518,3297,128
2020-03-18,"Jingzhou",1580,1499,50
2020-03-18,"Huanggang",2907,2782,125
2020-03-18,"Xianning",836,821,15
2020-03-18,"Suizhou",1307,1222,45
2020-03-18,"Enshi",252,245,7
2020-03-18,"Xiantao",575,535,22
2020-03-18,"Qianjiang",198,184,9
2020-03-18,"Tianmen",496,478,15
2020-03-18,"Shennongjia",11,11,0
2020-03-19,"Huangshi",1015,964,38
2020-03-19,"Shiyan",672,655,8
2020-03-19,"Yichang",931,882,36
2020-03-19,"Xiangyang",1175,1131,39
2020-03-19,"Ezhou",1394,1298,58
2020-03-19,"Jingmen",928,871,39
2020-03-19,"Xiaogan",3518,3324,128
2020-03-19,"Jingzhou",1580,1502,50
2020-03-19,"Huanggang",2907,2782,125
2020-03-19,"Xianning",836,821,15
2020-03-19,"Suizhou",1307,1226,45
2020-03-19,"Enshi",252,245,7
2020-03-19,"Xiantao",575,538,22
2020-03-19,"Qianjiang",198,187,9
2020-03-19,"Tianmen",496,479,15
2020-03-19,"Shennongjia",11,11,0
2020-03-20,"Huangshi",1015,967,38
2020-03-20,"Shiyan",672,661,8
2020-03-20,"Yichang",931,886,36
2020-03-20,"Xiangyang",1175,1131,39
2020-03-20,"Ezhou",1394,1303,58
2020-03-20,"Jingmen",928,875,39
2020-03-20,"Xiaogan",3518,3349,128
2020-03-20,"Jingzhou",1580,1517,50
2020-03-20,"Huanggang",2907,2782,125
2020-03-20,"Xianning",836,821,15
2020-03-20,"Suizhou",1307,1236,45
2020-03-20,"Enshi",252,245,7
2020-03-20,"Xiantao",575,542,22
2020-03-20,"Qianjiang",198,187,9
2020-03-20,"Tianmen",496,479,15
2020-03-20,"Shennongjia",11,11,0
2020-03-21,"Huangshi",1015,972,38
2020-03-21,"Shiyan",672,663,8
2020-03-21,"Yichang",931,891,36
2020-03-21,"Xiangyang",1175,1131,39
2020-03-21,"Ezhou",1394,1315,58
2020-03-21,"Jingmen",928,881,39
2020-03-21,"Xiaogan",3518,3360,128
2020-03-21,"Jingzhou",1580,1525,51
2020-03-21,"Huanggang",2907,2782,125
2020-03-21,"Xianning",836,821,15
2020-03-21,"Suizhou",1307,1242,45
2020-03-21,"Enshi",252,245,7
2020-03-21,"Xiantao",575,546,22
2020-03-21,"Qianjiang",198,187,9
2020-03-21,"Tianmen",496,481,15
2020-03-21,"Shennongjia",11,11,0
2020-03-22,"Huangshi",1015,973,38
2020-03-22,"Shiyan",672,663,8
2020-03-22,"Yichang",931,891,36
2020-03-22,"Xiangyang",1175,1131,39
2020-03-22,"Ezhou",1394,1319,59
2020-03-22,"Jingmen",928,884,39
2020-03-22,"Xiaogan",3518,3366,128
2020-03-22,"Jingzhou",1580,1525,51
2020-03-22,"Huanggang",2907,2782,125
2020-03-22,"Xianning",836,821,15
2020-03-22,"Suizhou",1307,1252,45
2020-03-22,"Enshi",252,245,7
2020-03-22,"Xiantao",575,547,22
2020-03-22,"Qianjiang",198,187,9
2020-03-22,"Tianmen",496,481,15
2020-03-22,"Shennongjia",11,11,0
2020-03-23,"Huangshi",1015,973,38
2020-03-23,"Shiyan",672,664,8
2020-03-23,"Yichang",931,892,36
2020-03-23,"Xiangyang",1175,1134,39
2020-03-23,"Ezhou",1394,1326,59
2020-03-23,"Jingmen",928,884,39
2020-03-23,"Xiaogan",3518,3369,128
2020-03-23,"Jingzhou",1580,1525,51
2020-03-23,"Huanggang",2907,2782,125
2020-03-23,"Xianning",836,821,15
2020-03-23,"Suizhou",1307,1253,45
2020-03-23,"Enshi",252,245,7
2020-03-23,"Xiantao",575,547,22
2020-03-23,"Qianjiang",198,187,9
2020-03-23,"Tianmen",496,481,15
2020-03-23,"Shennongjia",11,11,0
2020-03-24,"Huangshi",1015,973,38
2020-03-24,"Shiyan",672,664,8
2020-03-24,"Yichang",931,892,36
2020-03-24,"Xiangyang",1175,1134,39
2020-03-24,"Ezhou",1394,1327,59
2020-03-24,"Jingmen",928,885,39
2020-03-24,"Xiaogan",3518,3376,128
2020-03-24,"Jingzhou",1580,1526,51
2020-03-24,"Huanggang",2907,2782,125
2020-03-24,"Xianning",836,821,15
2020-03-24,"Suizhou",1307,1258,45
2020-03-24,"Enshi",252,245,7
2020-03-24,"Xiantao",575,547,22
2020-03-24,"Qianjiang",198,187,9
2020-03-24,"Tianmen",496,481,15
2020-03-24,"Shennongjia",11,11,0
2020-03-25,"Huangshi",1015,974,39
2020-03-25,"Shiyan",672,664,8
2020-03-25,"Yichang",931,893,36
2020-03-25,"Xiangyang",1175,1134,39
2020-03-25,"Ezhou",1394,1328,59
2020-03-25,"Jingmen",928,886,39
2020-03-25,"Xiaogan",3518,3380,128
2020-03-25,"Jingzhou",1580,1527,51
2020-03-25,"Huanggang",2907,2782,125
2020-03-25,"Xianning",836,821,15
2020-03-25,"Suizhou",1307,1260,45
2020-03-25,"Enshi",252,245,7
2020-03-25,"Xiantao",575,551,22
2020-03-25,"Qianjiang",198,187,9
2020-03-25,"Tianmen",496,481,15
2020-03-25,"Shennongjia",11,11,0
2020-03-26,"Huangshi",1015,975,39
2020-03-26,"Shiyan",672,664,8
2020-03-26,"Yichang",931,893,36
2020-03-26,"Xiangyang",1175,1134,39
2020-03-26,"Ezhou",1394,1330,59
2020-03-26,"Jingmen",928,886,39
2020-03-26,"Xiaogan",3518,3383,128
2020-03-26,"Jingzhou",1580,1527,52
2020-03-26,"Huanggang",2907,2782,125
2020-03-26,"Xianning",836,821,15
2020-03-26,"Suizhou",1307,1262,45
2020-03-26,"Enshi",252,245,7
2020-03-26,"Xiantao",575,551,22
2020-03-26,"Qianjiang",198,188,9
2020-03-26,"Tianmen",496,481,15
2020-03-26,"Shennongjia",11,11,0
2020-03-27,"Huangshi",1015,976,39
2020-03-27,"Shiyan",672,664,8
2020-03-27,"Yichang",931,894,36
2020-03-27,"Xiangyang",1175,1135,39
2020-03-27,"Ezhou",1394,1332,59
2020-03-27,"Jingmen",928,886,40
2020-03-27,"Xiaogan",3518,3386,128
2020-03-27,"Jingzhou",1580,1527,52
2020-03-27,"Huanggang",2907,2782,125
2020-03-27,"Xianning",836,821,15
2020-03-27,"Suizhou",1307,1262,45
2020-03-27,"Enshi",252,245,7
2020-03-27,"Xiantao",575,551,22
2020-03-27,"Qianjiang",198,188,9
2020-03-27,"Tianmen",496,481,15
2020-03-27,"Shennongjia",11,11,0
2020-03-28,"Huangshi",1015,976,39
2020-03-28,"Shiyan",672,664,8
2020-03-28,"Yichang",931,894,36
2020-03-28,"Xiangyang",1175,1135,39
2020-03-28,"Ezhou",1394,1332,59
2020-03-28,"Jingmen",928,887,40
2020-03-28,"Xiaogan",3518,3389,128
2020-03-28,"Jingzhou",1580,1528,52
2020-03-28,"Huanggang",2907,2782,125
2020-03-28,"Xianning",836,821,15
2020-03-28,"Suizhou",1307,1262,45
2020-03-28,"Enshi",252,245,7
2020-03-28,"Xiantao",575,552,22
2020-03-28,"Qianjiang",198,188,9
2020-03-28,"Tianmen",496,481,15
2020-03-28,"Shennongjia",11,11,0
2020-03-29,"Huangshi",1015,976,39
2020-03-29,"Shiyan",672,664,8
2020-03-29,"Yichang",931,894,36
2020-03-29,"Xiangyang",1175,1135,39
2020-03-29,"Ezhou",1394,1332,59
2020-03-29,"Jingmen",928,887,40
2020-03-29,"Xiaogan",3518,3389,128
2020-03-29,"Jingzhou",1580,1528,52
2020-03-29,"Huanggang",2907,2782,125
2020-03-29,"Xianning",836,821,15
2020-03-29,"Suizhou",1307,1262,45
2020-03-29,"Enshi",252,245,7
2020-03-29,"Xiantao",575,552,22
2020-03-29,"Qianjiang",198,188,9
2020-03-29,"Tianmen",496,481,15
2020-03-29,"Shennongjia",11,11,0
2020-03-30,"Huangshi",1015,976,39
2020-03-30,"Shiyan",672,664,8
2020-03-30,"Yichang",931,894,36
2020-03-30,"Xiangyang",1175,1135,39
2020-03-30,"Ezhou",1394,1333,59
2020-03-30,"Jingmen",928,887,40
2020-03-30,"Xiaogan",3518,3389,128
2020-03-30,"Jingzhou",1580,1528,52
2020-03-30,"Huanggang",2907,2782,125
2020-03-30,"Xianning",836,821,15
2020-03-30,"Suizhou",1307,1262,45
2020-03-30,"Enshi",252,245,7
2020-03-30,"Xiantao",575,552,22
2020-03-30,"Qianjiang",198,189,9
2020-03-30,"Tianmen",496,481,15
2020-03-30,"Shennongjia",11,11,0
2020-03-31,"Huangshi",1015,976,39
2020-03-31,"Shiyan",672,664,8
2020-03-31,"Yichang",931,894,36
2020-03-31,"Xiangyang",1175,1135,39
2020-03-31,"Ezhou",1394,1335,59
2020-03-31,"Jingmen",928,887,40
2020-03-31,"Xiaogan",3518,3389,128
2020-03-31,"Jingzhou",1580,1528,52
2020-03-31,"Huanggang",2907,2782,125
2020-03-31,"Xianning",836,821,15
2020-03-31,"Suizhou",1307,1262,45
2020-03-31,"Enshi",252,245,7
2020-03-31,"Xiantao",575,552,22
2020-03-31,"Qianjiang",198,189,9
2020-03-31,"Tianmen",496,481,15
2020-03-31,"Shennongjia",11,11,0
2020-04-01,"Huangshi",1015,976,39
2020-04-01,"Shiyan",672,664,8
2020-04-01,"Yichang",931,894,36
2020-04-01,"Xiangyang",1175,1135,39
2020-04-01,"Ezhou",1394,1335,59
2020-04-01,"Jingmen",928,887,41
2020-04-01,"Xiaogan",3518,3389,128
2020-04-01,"Jingzhou",1580,1528,52
2020-04-01,"Huanggang",2907,2782,125
2020-04-01,"Xianning",836,821,15
2020-04-01,"Suizhou",1307,1262,45
2020-04-01,"Enshi",252,245,7
2020-04-01,"Xiantao",575,552,22
2020-04-01,"Qianjiang",198,189,9
2020-04-01,"Tianmen",496,481,15
2020-04-01,"Shennongjia",11,11,0
2020-04-02,"Huangshi",1015,976,39
2020-04-02,"Shiyan",672,664,8
2020-04-02,"Yichang",931,894,36
2020-04-02,"Xiangyang",1175,1135,39
2020-04-02,"Ezhou",1394,1335,59
2020-04-02,"Jingmen",928,887,41
2020-04-02,"Xiaogan",3518,3389,128
2020-04-02,"Jingzhou",1580,1528,52
2020-04-02,"Huanggang",2907,2782,125
2020-04-02,"Xianning",836,821,15
2020-04-02,"Suizhou",1307,1262,45
2020-04-02,"Enshi",252,245,7
2020-04-02,"Xiantao",575,552,22
2020-04-02,"Qianjiang",198,189,9
2020-04-02,"Tianmen",496,481,15
2020-04-02,"Shennongjia",11,11,0
2020-04-03,"Huangshi",1015,976,39
2020-04-03,"Shiyan",672,664,8
2020-04-03,"Yichang",931,894,36
2020-04-03,"Xiangyang",1175,1135,39
2020-04-03,"Ezhou",1394,1335,59
2020-04-03,"Jingmen",928,887,41
2020-04-03,"Xiaogan",3518,3389,128
2020-04-03,"Jingzhou",1580,1528,52
2020-04-03,"Huanggang",2907,2782,125
2020-04-03,"Xianning",836,821,15
2020-04-03,"Suizhou",1307,1262,45
2020-04-03,"Enshi",252,245,7
2020-04-03,"Xiantao",575,552,22
2020-04-03,"Qianjiang",198,189,9
2020-04-03,"Tianmen",496,481,15
2020-04-03,"Shennongjia",11,11,0
2020-04-04,"Huangshi",1015,976,39
2020-04-04,"Shiyan",672,664,8
2020-04-04,"Yichang",931,894,36
2020-04-04,"Xiangyang",1175,1135,39
2020-04-04,"Ezhou",1394,1335,59
2020-04-04,"Jingmen",928,887,41
2020-04-04,"Xiaogan",3518,3389,128
2020-04-04,"Jingzhou",1580,1528,52
2020-04-04,"Huanggang",2907,2782,125
2020-04-04,"Xianning",836,821,15
2020-04-04,"Suizhou",1307,1262,45
2020-04-04,"Enshi",252,245,7
2020-04-04,"Xiantao",575,552,22
2020-04-04,"Qianjiang",198,189,9
2020-04-04,"Tianmen",496,481,15
2020-04-04,"Shennongjia",11,11,0
2020-04-05,"Huangshi",1015,976,39
2020-04-05,"Shiyan",672,664,8
2020-04-05,"Yichang",931,894,36
2020-04-05,"Xiangyang",1175,1135,39
2020-04-05,"Ezhou",1394,1335,59
2020-04-05,"Jingmen",928,887,41
2020-04-05,"Xiaogan",3518,3389,128
2020-04-05,"Jingzhou",1580,1528,52
2020-04-05,"Huanggang",2907,2782,125
2020-04-05,"Xianning",836,821,15
2020-04-05,"Suizhou",1307,1262,45
2020-04-05,"Enshi",252,245,7
2020-04-05,"Xiantao",575,552,22
2020-04-05,"Qianjiang",198,189,9
2020-04-05,"Tianmen",496,481,15
2020-04-05,"Shennongjia",11,11,0
2020-04-06,"Huangshi",1015,976,39
2020-04-06,"Shiyan",672,664,8
2020-04-06,"Yichang",931,894,36
2020-04-06,"Xiangyang",1175,1135,39
2020-04-06,"Ezhou",1394,1335,59
2020-04-06,"Jingmen",928,887,41
2020-04-06,"Xiaogan",3518,3389,129
2020-04-06,"Jingzhou",1580,1528,52
2020-04-06,"Huanggang",2907,2782,125
2020-04-06,"Xianning",836,821,15
2020-04-06,"Suizhou",1307,1262,45
2020-04-06,"Enshi",252,245,7
2020-04-06,"Xiantao",575,552,22
2020-04-06,"Qianjiang",198,189,9
2020-04-06,"Tianmen",496,481,15
2020-04-06,"Shennongjia",11,11,0
2020-04-07,"Huangshi",1015,976,39
2020-04-07,"Shiyan",672,664,8
2020-04-07,"Yichang",931,894,36
2020-04-07,"Xiangyang",1175,1135,39
2020-04-07,"Ezhou",1394,1335,59
2020-04-07,"Jingmen",928,887,41
2020-04-07,"Xiaogan",3518,3389,129
2020-04-07,"Jingzhou",1580,1528,52
2020-04-07,"Huanggang",2907,2782,125
2020-04-07,"Xianning",836,821,15
2020-04-07,"Suizhou",1307,1262,45
2020-04-07,"Enshi",252,245,7
2020-04-07,"Xiantao",575,552,22
2020-04-07,"Qianjiang",198,189,9
2020-04-07,"Tianmen",496,481,15
2020-04-07,"Shennongjia",11,11,0
2020-04-08,"Huangshi",1015,976,39
2020-04-08,"Shiyan",672,664,8
2020-04-08,"Yichang",931,894,36
2020-04-08,"Xiangyang",1175,1135,39
2020-04-08,"Ezhou",1394,1335,59
2020-04-08,"Jingmen",928,887,41
2020-04-08,"Xiaogan",3518,3389,129
2020-04-08,"Jingzhou",1580,1528,52
2020-04-08,"Huanggang",2907,2782,125
2020-04-08,"Xianning",836,821,15
2020-04-08,"Suizhou",1307,1262,45
2020-04-08,"Enshi",252,245,7
2020-04-08,"Xiantao",575,552,22
2020-04-08,"Qianjiang",198,189,9
2020-04-08,"Tianmen",496,481,15
2020-04-08,"Shennongjia",11,11,0
2020-04-09,"Huangshi",1015,976,39
2020-04-09,"Shiyan",672,664,8
2020-04-09,"Yichang",931,894,36
2020-04-09,"Xiangyang",1175,1135,39
2020-04-09,"Ezhou",1394,1335,59
2020-04-09,"Jingmen",928,887,41
2020-04-09,"Xiaogan",3518,3389,129
2020-04-09,"Jingzhou",1580,1528,52
2020-04-09,"Huanggang",2907,2782,125
2020-04-09,"Xianning",836,821,15
2020-04-09,"Suizhou",1307,1262,45
2020-04-09,"Enshi",252,245,7
2020-04-09,"Xiantao",575,552,22
2020-04-09,"Qianjiang",198,189,9
2020-04-09,"Tianmen",496,481,15
2020-04-09,"Shennongjia",11,11,0
2020-04-10,"Huangshi",1015,976,39
2020-04-10,"Shiyan",672,664,8
2020-04-10,"Yichang",931,894,36
2020-04-10,"Xiangyang",1175,1135,39
2020-04-10,"Ezhou",1394,1335,59
2020-04-10,"Jingmen",928,887,41
2020-04-10,"Xiaogan",3518,3389,129
2020-04-10,"Jingzhou",1580,1528,52
2020-04-10,"Huanggang",2907,2782,125
2020-04-10,"Xianning",836,821,15
2020-04-10,"Suizhou",1307,1262,45
2020-04-10,"Enshi",252,245,7
2020-04-10,"Xiantao",575,552,22
2020-04-10,"Qianjiang",198,189,9
2020-04-10,"Tianmen",496,481,15
2020-04-10,"Shennongjia",11,11,0
2020-04-11,"Huangshi",1015,976,39
2020-04-11,"Shiyan",672,664,8
2020-04-11,"Yichang",931,894,36
2020-04-11,"Xiangyang",1175,1135,40
2020-04-11,"Ezhou",1394,1335,59
2020-04-11,"Jingmen",928,887,41
2020-04-11,"Xiaogan",3518,3389,129
2020-04-11,"Jingzhou",1580,1528,52
2020-04-11,"Huanggang",2907,2782,125
2020-04-11,"Xianning",836,821,15
2020-04-11,"Suizhou",1307,1262,45
2020-04-11,"Enshi",252,245,7
2020-04-11,"Xiantao",575,553,22
2020-04-11,"Qianjiang",198,189,9
2020-04-11,"Tianmen",496,481,15
2020-04-11,"Shennongjia",11,11,0
2020-04-12,"Huangshi",1015,976,39
2020-04-12,"Shiyan",672,664,8
2020-04-12,"Yichang",931,894,36
2020-04-12,"Xiangyang",1175,1135,40
2020-04-12,"Ezhou",1394,1335,59
2020-04-12,"Jingmen",928,887,41
2020-04-12,"Xiaogan",3518,3389,129
2020-04-12,"Jingzhou",1580,1528,52
2020-04-12,"Huanggang",2907,2782,125
2020-04-12,"Xianning",836,821,15
2020-04-12,"Suizhou",1307,1262,45
2020-04-12,"Enshi",252,245,7
2020-04-12,"Xiantao",575,553,22
2020-04-12,"Qianjiang",198,189,9
2020-04-12,"Tianmen",496,481,15
2020-04-12,"Shennongjia",11,11,0
2020-04-13,"Huangshi",1015,976,39
2020-04-13,"Shiyan",672,664,8
2020-04-13,"Yichang",931,894,36
2020-04-13,"Xiangyang",1175,1135,40
2020-04-13,"Ezhou",1394,1335,59
2020-04-13,"Jingmen",928,887,41
2020-04-13,"Xiaogan",3518,3389,129
2020-04-13,"Jingzhou",1580,1528,52
2020-04-13,"Huanggang",2907,2782,125
2020-04-13,"Xianning",836,821,15
2020-04-13,"Suizhou",1307,1262,45
2020-04-13,"Enshi",252,245,7
2020-04-13,"Xiantao",575,553,22
2020-04-13,"Qianjiang",198,189,9
2020-04-13,"Tianmen",496,481,15
2020-04-13,"Shennongjia",11,11,0
2020-04-14,"Huangshi",1015,976,39
2020-04-14,"Shiyan",672,664,8
2020-04-14,"Yichang",931,894,36
2020-04-14,"Xiangyang",1175,1135,40
2020-04-14,"Ezhou",1394,1335,59
2020-04-14,"Jingmen",928,887,41
2020-04-14,"Xiaogan",3518,3389,129
2020-04-14,"Jingzhou",1580,1528,52
2020-04-14,"Huanggang",2907,2782,125
2020-04-14,"Xianning",836,821,15
2020-04-14,"Suizhou",1307,1262,45
2020-04-14,"Enshi",252,245,7
2020-04-14,"Xiantao",575,553,22
2020-04-14,"Qianjiang",198,189,9
2020-04-14,"Tianmen",496,481,15
2020-04-14,"Shennongjia",11,11,0
2020-04-15,"Huangshi",1015,976,39
2020-04-15,"Shiyan",672,664,8
2020-04-15,"Yichang",931,894,37
2020-04-15,"Xiangyang",1175,1135,40
2020-04-15,"Ezhou",1394,1335,59
2020-04-15,"Jingmen",928,887,41
2020-04-15,"Xiaogan",3518,3389,129
2020-04-15,"Jingzhou",1580,1528,52
2020-04-15,"Huanggang",2907,2782,125
2020-04-15,"Xianning",836,821,15
2020-04-15,"Suizhou",1307,1262,45
2020-04-15,"Enshi",252,245,7
2020-04-15,"Xiantao",575,553,22
2020-04-15,"Qianjiang",198,189,9
2020-04-15,"Tianmen",496,481,15
2020-04-15,"Shennongjia",11,11,0
2020-04-16,"Huangshi",1015,976,39
2020-04-16,"Shiyan",672,664,8
2020-04-16,"Yichang",931,894,37
2020-04-16,"Xiangyang",1175,1135,40
2020-04-16,"Ezhou",1394,1335,59
2020-04-16,"Jingmen",928,887,41
2020-04-16,"Xiaogan",3518,3389,129
2020-04-16,"Jingzhou",1580,1528,52
2020-04-16,"Huanggang",2907,2782,125
2020-04-16,"Xianning",836,821,15
2020-04-16,"Suizhou",1307,1262,45
2020-04-16,"Enshi",252,245,7
2020-04-16,"Xiantao",575,553,22
2020-04-16,"Qianjiang",198,189,9
2020-04-16,"Tianmen",496,481,15
2020-04-16,"Shennongjia",11,11,0
